num,session,code,sequence,date,scanner,dictionary,map,array,sphere,sphere_name_sh,NIST_name,long_name,conc,area,ref,ref_sd,temp_coef,tc_mean,tc_rd,mean,stdv,min,max,temp
,4,PH036,VFA,27/01/2020,PRISMA,VFA,T1,T1a,S3,S3_T1a,NiCl2-3,VFAT1NiCl2-3,1.04,80,987.27,9.32,4.48,1075.67,8.954101508,1082.125,29.358,1033,1154,21.44
,4,PH036,VFA,27/01/2020,PRISMA,VFA,T1,T1a,S4,S4_T1a,NiCl2-4,VFAT1NiCl2-4,1.64,80,690.08,6.57,4.95,708.37,2.650069932,715.5,17.307,678,768,21.44
,4,PH036,VFA,27/01/2020,PRISMA,VFA,T1,T1a,S5,S5_T1a,NiCl2-5,VFAT1NiCl2-5,2.52,80,484.97,4.51,0.34,540.23,11.39402985,540.712,15.933,496,577,21.44
,4,PH036,MRF,27/01/2020,PRISMA,MRF 1500,T1,T1a,S1,S1_T1a,NiCl2-1,S1500T1NiCl2-1,0.29,80,1883.97,20.41,27.45,1868.59,-0.816119954,1908.125,61.79,1760,2050,21.44
,4,PH036,MRF,27/01/2020,PRISMA,MRF 1500,T1,T1a,S2,S2_T1a,NiCl2-2,S1500T1NiCl2-2,0.6,80,1330.16,13.03,11.71,1283.13,-3.535398921,1300,39.233,1240,1400,21.44
,4,PH036,MRF,27/01/2020,PRISMA,MRF 1500,T1,T1a,S3,S3_T1a,NiCl2-3,S1500T1NiCl2-3,1.04,80,987.27,9.32,5.21,916.25,-7.193448933,923.75,31.678,840,1000,21.44
,4,PH036,MRF,27/01/2020,PRISMA,MRF 1500,T1,T1a,S4,S4_T1a,NiCl2-4,S1500T1NiCl2-4,1.64,80,690.08,6.57,3.34,657.69,-4.693031884,662.5,36.474,580,740,21.44
,4,PH036,MRF,27/01/2020,PRISMA,MRF 1500,T1,T1a,S5,S5_T1a,NiCl2-5,S1500T1NiCl2-5,2.52,80,484.97,4.51,0.62,482.36,-0.538117937,483.25,31.734,420,580,21.44
,4,PH036,MRF,27/01/2020,PRISMA,MRF 3000,T1,T1a,S1,S1_T1a,NiCl2-1,S3000T1NiCl2-1,0.29,80,1883.97,20.41,24.96,1832.56,-2.729046108,1868.5,65.586,1720,2000,21.44
,4,PH036,MRF,27/01/2020,PRISMA,MRF 3000,T1,T1a,S2,S2_T1a,NiCl2-2,S3000T1NiCl2-2,0.6,80,1330.16,13.03,11,1283.65,-3.496215974,1299.5,49.705,1200,1400,21.44
,4,PH036,MRF,27/01/2020,PRISMA,MRF 3000,T1,T1a,S3,S3_T1a,NiCl2-3,S3000T1NiCl2-3,1.04,80,987.27,9.32,4.68,911.76,-7.648865268,918.5,37.891,820,1000,21.44
,4,PH036,MRF,27/01/2020,PRISMA,MRF 3000,T1,T1a,S4,S4_T1a,NiCl2-4,S3000T1NiCl2-4,1.64,80,690.08,6.57,2.72,662.08,-4.057238209,666,33.284,580,740,21.44
,4,PH036,MRF,27/01/2020,PRISMA,MRF 3000,T1,T1a,S5,S5_T1a,NiCl2-5,S3000T1NiCl2-5,2.52,80,484.97,4.51,0.43,485.14,0.034508751,485.75,25.297,440,540,21.44
,5,PH039,VFA,30/01/2020,PRISMA,VFA,T1,T1a,S1,S1_T1a,NiCl2-1,VFAT1NiCl2-1,0.29,80,1883.97,20.41,22.13,1828.95,-2.920501097,1867.463,42.578,1785,1966,21.74
,5,PH039,VFA,30/01/2020,PRISMA,VFA,T1,T1a,S2,S2_T1a,NiCl2-2,VFAT1NiCl2-2,0.6,80,1330.16,13.03,10.04,1520.48,14.30771608,1537.95,48.832,1453,1665,21.74
,5,PH039,VFA,30/01/2020,PRISMA,VFA,T1,T1a,S3,S3_T1a,NiCl2-3,VFAT1NiCl2-3,1.04,80,987.27,9.32,4.48,1092.26,10.63474101,1100.062,24.117,1058,1149,21.74
,5,PH039,VFA,30/01/2020,PRISMA,VFA,T1,T1a,S4,S4_T1a,NiCl2-4,VFAT1NiCl2-4,1.64,80,690.08,6.57,4.95,731.38,5.985057742,740,18.551,703,789,21.74
,5,PH039,VFA,30/01/2020,PRISMA,VFA,T1,T1a,S5,S5_T1a,NiCl2-5,VFAT1NiCl2-5,2.52,80,484.97,4.51,0.34,532.75,9.852509521,533.337,16.674,496,577,21.74
,5,PH039,MRF,30/01/2020,PRISMA,MRF 1500,T1,T1a,S1,S1_T1a,NiCl2-1,S1500T1NiCl2-1,0.29,80,1883.97,20.41,27.45,1898.11,0.750491432,1945.875,61.164,1800,2050,21.74
,5,PH039,MRF,30/01/2020,PRISMA,MRF 1500,T1,T1a,S2,S2_T1a,NiCl2-2,S1500T1NiCl2-2,0.6,80,1330.16,13.03,11.71,1318.12,-0.905177468,1338.5,39.204,1240,1440,21.74
,5,PH039,MRF,30/01/2020,PRISMA,MRF 1500,T1,T1a,S3,S3_T1a,NiCl2-3,S1500T1NiCl2-3,1.04,80,987.27,9.32,5.21,937.69,-5.022031018,946.75,41.362,860,1040,21.74
,5,PH039,MRF,30/01/2020,PRISMA,MRF 1500,T1,T1a,S4,S4_T1a,NiCl2-4,S1500T1NiCl2-4,1.64,80,690.08,6.57,3.34,666.44,-3.425234263,672.25,32.217,600,760,21.74
,5,PH039,MRF,30/01/2020,PRISMA,MRF 1500,T1,T1a,S5,S5_T1a,NiCl2-5,S1500T1NiCl2-5,2.52,80,484.97,4.51,0.62,486.92,0.403103919,488,27.114,440,560,21.74
,5,PH039,MRF,30/01/2020,PRISMA,MRF 3000,T1,T1a,S1,S1_T1a,NiCl2-1,S3000T1NiCl2-1,0.29,80,1883.97,20.41,24.96,1857.07,-1.427986046,1900.5,71.048,1760,2050,21.74
,5,PH039,MRF,30/01/2020,PRISMA,MRF 3000,T1,T1a,S2,S2_T1a,NiCl2-2,S3000T1NiCl2-2,0.6,80,1330.16,13.03,11,1317.35,-0.962768657,1336.5,41.586,1280,1440,21.74
,5,PH039,MRF,30/01/2020,PRISMA,MRF 3000,T1,T1a,S3,S3_T1a,NiCl2-3,S3000T1NiCl2-3,1.04,80,987.27,9.32,4.68,937.1,-5.081705156,945.25,44.294,860,1040,21.74
,5,PH039,MRF,30/01/2020,PRISMA,MRF 3000,T1,T1a,S4,S4_T1a,NiCl2-4,S3000T1NiCl2-4,1.64,80,690.08,6.57,2.72,659.52,-4.429121101,664.25,31.453,580,740,21.74
,5,PH039,MRF,30/01/2020,PRISMA,MRF 3000,T1,T1a,S5,S5_T1a,NiCl2-5,S3000T1NiCl2-5,2.52,80,484.97,4.51,0.43,478.76,-1.280548662,479.5,28.1,420,540,21.74
,6,PH046,VFA,31/01/2020,PRISMA,VFA,T1,T1a,S1,S1_T1a,NiCl2-1,VFAT1NiCl2-1,0.29,80,1883.97,20.41,22.13,1856.87,-1.43830001,1886.312,46.728,1799,1981,21.33
,6,PH046,VFA,31/01/2020,PRISMA,VFA,T1,T1a,S2,S2_T1a,NiCl2-2,VFAT1NiCl2-2,0.6,80,1330.16,13.03,10.04,1513.43,13.77804677,1526.787,47.094,1437,1622,21.33
,6,PH046,VFA,31/01/2020,PRISMA,VFA,T1,T1a,S3,S3_T1a,NiCl2-3,VFAT1NiCl2-3,1.04,80,987.27,9.32,4.48,1077.78,9.167315909,1083.737,29.687,1029,1144,21.33
,6,PH046,VFA,31/01/2020,PRISMA,VFA,T1,T1a,S4,S4_T1a,NiCl2-4,VFAT1NiCl2-4,1.64,80,690.08,6.57,4.95,716.39,3.812230249,722.975,22.126,677,777,21.33
,6,PH046,VFA,31/01/2020,PRISMA,VFA,T1,T1a,S5,S5_T1a,NiCl2-5,VFAT1NiCl2-5,2.52,80,484.97,4.51,0.34,554.95,14.43030029,555.4,17.036,511,592,21.33
,6,PH046,MRF,31/01/2020,PRISMA,MRF 1500,T1,T1a,S1,S1_T1a,NiCl2-1,S1500T1NiCl2-1,0.29,80,1883.97,20.41,27.45,1885.36,0.074005024,1921.875,62.806,1800,2050,21.33
,6,PH046,MRF,31/01/2020,PRISMA,MRF 1500,T1,T1a,S2,S2_T1a,NiCl2-2,S1500T1NiCl2-2,0.6,80,1330.16,13.03,11.71,1288.42,-3.137821915,1304,38.504,1240,1400,21.33
,6,PH046,MRF,31/01/2020,PRISMA,MRF 1500,T1,T1a,S3,S3_T1a,NiCl2-3,S1500T1NiCl2-3,1.04,80,987.27,9.32,5.21,922.57,-6.553013977,929.5,34.71,840,1000,21.33
,6,PH046,MRF,31/01/2020,PRISMA,MRF 1500,T1,T1a,S4,S4_T1a,NiCl2-4,S1500T1NiCl2-4,1.64,80,690.08,6.57,3.34,683.56,-0.944611393,688,34.656,600,760,21.33
,6,PH046,MRF,31/01/2020,PRISMA,MRF 1500,T1,T1a,S5,S5_T1a,NiCl2-5,S1500T1NiCl2-5,2.52,80,484.97,4.51,0.62,481.43,-0.730302195,482.25,29.165,420,580,21.33
,6,PH046,MRF,31/01/2020,PRISMA,MRF 3000,T1,T1a,S1,S1_T1a,NiCl2-1,S3000T1NiCl2-1,0.29,80,1883.97,20.41,24.96,1854.8,-1.548254825,1888,59.839,1760,2000,21.33
,6,PH046,MRF,31/01/2020,PRISMA,MRF 3000,T1,T1a,S2,S2_T1a,NiCl2-2,S3000T1NiCl2-2,0.6,80,1330.16,13.03,11,1282.87,-3.555577081,1297.5,42.62,1240,1360,21.33
,6,PH046,MRF,31/01/2020,PRISMA,MRF 3000,T1,T1a,S3,S3_T1a,NiCl2-3,S3000T1NiCl2-3,1.04,80,987.27,9.32,4.68,919.02,-6.912973425,925.25,38.417,840,1000,21.33
,6,PH046,MRF,31/01/2020,PRISMA,MRF 3000,T1,T1a,S4,S4_T1a,NiCl2-4,S3000T1NiCl2-4,1.64,80,690.08,6.57,2.72,676.38,-1.985115247,680,35.005,600,760,21.33
,7,PH052,VFA,04/02/2020,PRISMA,VFA,T1,T1a,S1,S1_T1a,NiCl2-1,VFAT1NiCl2-1,0.29,80,1883.97,20.41,22.13,1854.99,-1.538278818,1893.725,39.792,1820,1989,21.75
,7,PH052,VFA,04/02/2020,PRISMA,VFA,T1,T1a,S2,S2_T1a,NiCl2-2,VFAT1NiCl2-2,0.6,80,1330.16,13.03,10.04,1499.18,12.70637277,1516.75,45.291,1450,1634,21.75
,7,PH052,VFA,04/02/2020,PRISMA,VFA,T1,T1a,S3,S3_T1a,NiCl2-3,VFAT1NiCl2-3,1.04,80,987.27,9.32,4.48,1102.07,11.62790211,1109.912,28.035,1062,1177,21.75
,7,PH052,VFA,04/02/2020,PRISMA,VFA,T1,T1a,S4,S4_T1a,NiCl2-4,VFAT1NiCl2-4,1.64,80,690.08,6.57,4.95,708.01,2.597837341,716.675,19.505,665,759,21.75
,7,PH052,VFA,04/02/2020,PRISMA,VFA,T1,T1a,S5,S5_T1a,NiCl2-5,VFAT1NiCl2-5,2.52,80,484.97,4.51,0.34,547.84,12.96293621,548.425,17.918,509,586,21.75
,7,PH052,MRF,04/02/2020,PRISMA,MRF 1500,T1,T1a,S1,S1_T1a,NiCl2-1,S1500T1NiCl2-1,0.29,80,1883.97,20.41,27.45,1875.71,-0.438461526,1923.75,65.01,1760,2050,21.75
,7,PH052,MRF,04/02/2020,PRISMA,MRF 1500,T1,T1a,S2,S2_T1a,NiCl2-2,S1500T1NiCl2-2,0.6,80,1330.16,13.03,11.71,1277,-3.996319,1297.5,40.174,1240,1400,21.75
,7,PH052,MRF,04/02/2020,PRISMA,MRF 1500,T1,T1a,S3,S3_T1a,NiCl2-3,S1500T1NiCl2-3,1.04,80,987.27,9.32,5.21,899.39,-8.901625734,908.5,27.883,840,960,21.75
,7,PH052,MRF,04/02/2020,PRISMA,MRF 1500,T1,T1a,S4,S4_T1a,NiCl2-4,S1500T1NiCl2-4,1.64,80,690.08,6.57,3.34,669.16,-3.03156581,675,30.273,600,760,21.75
,7,PH052,MRF,04/02/2020,PRISMA,MRF 1500,T1,T1a,S5,S5_T1a,NiCl2-5,S1500T1NiCl2-5,2.52,80,484.97,4.51,0.62,471.17,-2.845793651,472.25,24.338,420,540,21.75
,7,PH052,MRF,04/02/2020,PRISMA,MRF 3000,T1,T1a,S1,S1_T1a,NiCl2-1,S3000T1NiCl2-1,0.29,80,1883.97,20.41,24.96,1825.94,-3.080061926,1869.625,65.167,1720,2050,21.75
,7,PH052,MRF,04/02/2020,PRISMA,MRF 3000,T1,T1a,S2,S2_T1a,NiCl2-2,S3000T1NiCl2-2,0.6,80,1330.16,13.03,11,1280.24,-3.752661344,1299.5,45.001,1200,1400,21.75
,7,PH052,MRF,04/02/2020,PRISMA,MRF 3000,T1,T1a,S3,S3_T1a,NiCl2-3,S3000T1NiCl2-3,1.04,80,987.27,9.32,4.68,908.05,-8.02384256,916.25,32.623,840,1000,21.75
,7,PH052,MRF,04/02/2020,PRISMA,MRF 3000,T1,T1a,S4,S4_T1a,NiCl2-4,S3000T1NiCl2-4,1.64,80,690.08,6.57,2.72,652.74,-5.411211533,657.5,31.882,580,740,21.75
,6,PH046,MRF,31/01/2020,PRISMA,MRF 3000,T1,T1a,S5,S5_T1a,NiCl2-5,S3000T1NiCl2-5,2.52,80,484.97,4.51,0.43,480.18,-0.986832958,480.75,24.74,440,540,21.33
,7,PH052,MRF,04/02/2020,PRISMA,MRF 3000,T1,T1a,S5,S5_T1a,NiCl2-5,S3000T1NiCl2-5,2.52,80,484.97,4.51,0.43,468.01,-3.498057883,468.75,23.566,420,520,21.75
,8,PH053,VFA,06/02/2020,PRISMA,VFA,T1,T1a,S1,S1_T1a,NiCl2-1,VFAT1NiCl2-1,0.29,80,1883.97,20.41,22.13,1854.18,-1.581226588,1884.062,39.228,1817,1988,21.35
,8,PH053,VFA,06/02/2020,PRISMA,VFA,T1,T1a,S2,S2_T1a,NiCl2-2,VFAT1NiCl2-2,0.6,80,1330.16,13.03,10.04,1461.89,9.903486108,1475.45,39.865,1415,1595,21.35
,8,PH053,VFA,06/02/2020,PRISMA,VFA,T1,T1a,S3,S3_T1a,NiCl2-3,VFAT1NiCl2-3,1.04,80,987.27,9.32,4.48,1071.34,8.51515017,1077.388,29.07,1025,1143,21.35
,8,PH053,VFA,06/02/2020,PRISMA,VFA,T1,T1a,S4,S4_T1a,NiCl2-4,VFAT1NiCl2-4,1.64,80,690.08,6.57,4.95,719.25,4.227245744,725.938,18.052,677,771,21.35
,8,PH053,VFA,06/02/2020,PRISMA,VFA,T1,T1a,S5,S5_T1a,NiCl2-5,VFAT1NiCl2-5,2.52,80,484.97,4.51,0.34,542.05,11.76895476,542.5,13.376,512,576,21.35
,8,PH053,MRF,06/02/2020,PRISMA,MRF 1500,T1,T1a,S1,S1_T1a,NiCl2-1,S1500T1NiCl2-1,0.29,80,1883.97,20.41,27.45,1897.82,0.734894842,1934.875,59.342,1800,2050,21.35
,8,PH053,MRF,06/02/2020,PRISMA,MRF 1500,T1,T1a,S2,S2_T1a,NiCl2-2,S1500T1NiCl2-2,0.6,80,1330.16,13.03,11.71,1288.69,-3.117843598,1304.5,37.379,1240,1360,21.35
,8,PH053,MRF,06/02/2020,PRISMA,MRF 1500,T1,T1a,S3,S3_T1a,NiCl2-3,S1500T1NiCl2-3,1.04,80,987.27,9.32,5.21,920.97,-6.715497339,928,28.922,860,1000,21.35
,8,PH053,MRF,06/02/2020,PRISMA,MRF 1500,T1,T1a,S4,S4_T1a,NiCl2-4,S1500T1NiCl2-4,1.64,80,690.08,6.57,3.34,670.49,-2.838123084,675,30.771,600,760,21.35
,8,PH053,MRF,06/02/2020,PRISMA,MRF 1500,T1,T1a,S5,S5_T1a,NiCl2-5,S1500T1NiCl2-5,2.52,80,484.97,4.51,0.62,478.92,-1.24834601,479.75,28.193,420,540,21.35
,8,PH053,MRF,06/02/2020,PRISMA,MRF 3000,T1,T1a,S1,S1_T1a,NiCl2-1,S3000T1NiCl2-1,0.29,80,1883.97,20.41,24.96,1857.8,-1.388975639,1891.5,54.45,1760,2000,21.35
,8,PH053,MRF,06/02/2020,PRISMA,MRF 3000,T1,T1a,S2,S2_T1a,NiCl2-2,S3000T1NiCl2-2,0.6,80,1330.16,13.03,11,1294.15,-2.707564297,1309,43.621,1240,1400,21.35
,8,PH053,MRF,06/02/2020,PRISMA,MRF 3000,T1,T1a,S3,S3_T1a,NiCl2-3,S3000T1NiCl2-3,1.04,80,987.27,9.32,4.68,912.43,-7.580843399,918.75,36.47,860,1000,21.35
,8,PH053,MRF,06/02/2020,PRISMA,MRF 3000,T1,T1a,S4,S4_T1a,NiCl2-4,S3000T1NiCl2-4,1.64,80,690.08,6.57,2.72,667.83,-3.224742434,671.5,30.816,600,740,21.35
,8,PH053,MRF,06/02/2020,PRISMA,MRF 3000,T1,T1a,S5,S5_T1a,NiCl2-5,S3000T1NiCl2-5,2.52,80,484.97,4.51,0.43,484.93,-0.009145458,485.5,23.379,440,560,21.35
,9,PH054,VFA,07/02/2020,PRISMA,VFA,T1,T1a,S1,S1_T1a,NiCl2-1,VFAT1NiCl2-1,0.29,80,1883.97,20.41,22.13,1830.88,-2.817777308,1864.75,37.371,1793,1968,21.53
,9,PH054,VFA,07/02/2020,PRISMA,VFA,T1,T1a,S2,S2_T1a,NiCl2-2,VFAT1NiCl2-2,0.6,80,1330.16,13.03,10.04,1529.83,15.01131485,1545.2,43.728,1457,1645,21.53
,9,PH054,VFA,07/02/2020,PRISMA,VFA,T1,T1a,S3,S3_T1a,NiCl2-3,VFAT1NiCl2-3,1.04,80,987.27,9.32,4.48,1089.43,10.34770557,1096.287,30.873,1035,1158,21.53
,9,PH054,VFA,07/02/2020,PRISMA,VFA,T1,T1a,S4,S4_T1a,NiCl2-4,VFAT1NiCl2-4,1.64,80,690.08,6.57,4.95,717.3,3.944010514,724.875,19.603,687,762,21.53
,9,PH054,VFA,07/02/2020,PRISMA,VFA,T1,T1a,S5,S5_T1a,NiCl2-5,VFAT1NiCl2-5,2.52,80,484.97,4.51,0.34,535.46,10.41102609,535.975,18.244,488,575,21.53
,9,PH054,MRF,07/02/2020,PRISMA,MRF 1500,T1,T1a,S1,S1_T1a,NiCl2-1,S1500T1NiCl2-1,0.29,80,1883.97,20.41,27.45,1911.75,1.474486933,1953.75,52.419,1840,2050,21.53
,9,PH054,MRF,07/02/2020,PRISMA,MRF 1500,T1,T1a,S2,S2_T1a,NiCl2-2,S1500T1NiCl2-2,0.6,80,1330.16,13.03,11.71,1305.08,-1.885533784,1323,33.542,1240,1400,21.53
,9,PH054,MRF,07/02/2020,PRISMA,MRF 1500,T1,T1a,S3,S3_T1a,NiCl2-3,S1500T1NiCl2-3,1.04,80,987.27,9.32,5.21,932.28,-5.569645182,940.25,40.062,840,1040,21.53
,9,PH054,MRF,07/02/2020,PRISMA,MRF 1500,T1,T1a,S4,S4_T1a,NiCl2-4,S1500T1NiCl2-4,1.64,80,690.08,6.57,3.34,671.64,-2.671578524,676.75,37.578,600,740,21.53
,9,PH054,MRF,07/02/2020,PRISMA,MRF 1500,T1,T1a,S5,S5_T1a,NiCl2-5,S1500T1NiCl2-5,2.52,80,484.97,4.51,0.62,480.05,-1.013530211,481,27.724,420,560,21.53
,9,PH054,MRF,07/02/2020,PRISMA,MRF 3000,T1,T1a,S1,S1_T1a,NiCl2-1,S3000T1NiCl2-1,0.29,80,1883.97,20.41,24.96,1865.43,-0.983876367,1903.625,57.835,1760,2050,21.53
,9,PH054,MRF,07/02/2020,PRISMA,MRF 3000,T1,T1a,S2,S2_T1a,NiCl2-2,S3000T1NiCl2-2,0.6,80,1330.16,13.03,11,1301.16,-2.179857728,1318,37.056,1240,1400,21.53
,9,PH054,MRF,07/02/2020,PRISMA,MRF 3000,T1,T1a,S3,S3_T1a,NiCl2-3,S3000T1NiCl2-3,1.04,80,987.27,9.32,4.68,926.58,-6.146901217,933.75,42.288,860,1040,21.53
,9,PH054,MRF,07/02/2020,PRISMA,MRF 3000,T1,T1a,S4,S4_T1a,NiCl2-4,S3000T1NiCl2-4,1.64,80,690.08,6.57,2.72,670.09,-2.897211377,674.25,38.477,600,740,21.53
,9,PH054,MRF,07/02/2020,PRISMA,MRF 3000,T1,T1a,S5,S5_T1a,NiCl2-5,S3000T1NiCl2-5,2.52,80,484.97,4.51,0.43,475.35,-1.983820255,476,28.177,420,560,21.53
,10,PH055,VFA,10/02/2020,PRISMA,VFA,T1,T1a,S1,S1_T1a,NiCl2-1,VFAT1NiCl2-1,0.29,80,1883.97,20.41,22.13,1841.35,-2.262249395,1870.125,36.041,1810,1971,21.3
,10,PH055,VFA,10/02/2020,PRISMA,VFA,T1,T1a,S2,S2_T1a,NiCl2-2,VFAT1NiCl2-2,0.6,80,1330.16,13.03,10.04,1511.54,13.63628068,1524.6,45.123,1452,1629,21.3
,10,PH055,VFA,10/02/2020,PRISMA,VFA,T1,T1a,S3,S3_T1a,NiCl2-3,VFAT1NiCl2-3,1.04,80,987.27,9.32,4.48,1085.44,9.943238913,1091.263,26.491,1046,1153,21.3
,10,PH055,VFA,10/02/2020,PRISMA,VFA,T1,T1a,S4,S4_T1a,NiCl2-4,VFAT1NiCl2-4,1.64,80,690.08,6.57,4.95,713.44,3.384539491,719.875,19.103,674,758,21.3
,10,PH055,VFA,10/02/2020,PRISMA,VFA,T1,T1a,S5,S5_T1a,NiCl2-5,VFAT1NiCl2-5,2.52,80,484.97,4.51,0.34,530.26,9.339282517,530.7,15.451,489,561,21.3
,10,PH055,MRF,10/02/2020,PRISMA,MRF 1500,T1,T1a,S1,S1_T1a,NiCl2-1,S1500T1NiCl2-1,0.29,80,1883.97,20.41,27.45,1907.31,1.239020982,1943,60.387,1800,2050,21.3
,10,PH055,MRF,10/02/2020,PRISMA,MRF 1500,T1,T1a,S2,S2_T1a,NiCl2-2,S1500T1NiCl2-2,0.6,80,1330.16,13.03,11.71,1302.27,-2.096489696,1317.5,35.059,1240,1400,21.3
,10,PH055,MRF,10/02/2020,PRISMA,MRF 1500,T1,T1a,S3,S3_T1a,NiCl2-3,S1500T1NiCl2-3,1.04,80,987.27,9.32,5.21,926.48,-6.157354812,933.25,33.518,860,1000,21.3
,10,PH055,MRF,10/02/2020,PRISMA,MRF 1500,T1,T1a,S4,S4_T1a,NiCl2-4,S1500T1NiCl2-4,1.64,80,690.08,6.57,3.34,667.91,-3.212447264,672.25,32.373,600,760,21.3
,10,PH055,MRF,10/02/2020,PRISMA,MRF 1500,T1,T1a,S5,S5_T1a,NiCl2-5,S1500T1NiCl2-5,2.52,80,484.97,4.51,0.62,484.7,-0.056335633,485.5,31.659,420,580,21.3
,10,PH055,MRF,10/02/2020,PRISMA,MRF 3000,T1,T1a,S1,S1_T1a,NiCl2-1,S3000T1NiCl2-1,0.29,80,1883.97,20.41,24.96,1855.05,-1.535046447,1887.5,61.408,1760,2000,21.3
,10,PH055,MRF,10/02/2020,PRISMA,MRF 3000,T1,T1a,S2,S2_T1a,NiCl2-2,S3000T1NiCl2-2,0.6,80,1330.16,13.03,11,1298.7,-2.365486437,1313,42.109,1240,1400,21.3
,10,PH055,MRF,10/02/2020,PRISMA,MRF 3000,T1,T1a,S3,S3_T1a,NiCl2-3,S3000T1NiCl2-3,1.04,80,987.27,9.32,4.68,916.91,-7.126641435,923,36.575,840,1000,21.3
,10,PH055,MRF,10/02/2020,PRISMA,MRF 3000,T1,T1a,S4,S4_T1a,NiCl2-4,S3000T1NiCl2-4,1.64,80,690.08,6.57,2.72,660.46,-4.291858096,664,33.284,580,740,21.3
,10,PH055,MRF,10/02/2020,PRISMA,MRF 3000,T1,T1a,S5,S5_T1a,NiCl2-5,S3000T1NiCl2-5,2.52,80,484.97,4.51,0.43,480.45,-0.932651588,481,29.494,420,540,21.3
,11,PH057,VFA,11/02/2020,PRISMA,VFA,T1,T1a,S1,S1_T1a,NiCl2-1,VFAT1NiCl2-1,0.29,80,1883.97,20.41,22.13,1869.27,-0.780346122,1909.775,48.939,1820,2020,21.83
,11,PH057,VFA,11/02/2020,PRISMA,VFA,T1,T1a,S2,S2_T1a,NiCl2-2,VFAT1NiCl2-2,0.6,80,1330.16,13.03,10.04,1526.86,14.78759424,1545.237,45.555,1459,1636,21.83
,11,PH057,VFA,11/02/2020,PRISMA,VFA,T1,T1a,S3,S3_T1a,NiCl2-3,VFAT1NiCl2-3,1.04,80,987.27,9.32,4.48,1107.12,12.13986472,1115.325,26.091,1064,1168,21.83
,11,PH057,VFA,11/02/2020,PRISMA,VFA,T1,T1a,S4,S4_T1a,NiCl2-4,VFAT1NiCl2-4,1.64,80,690.08,6.57,4.95,733.74,6.32621024,742.8,22.085,702,785,21.83
,11,PH057,VFA,11/02/2020,PRISMA,VFA,T1,T1a,S5,S5_T1a,NiCl2-5,VFAT1NiCl2-5,2.52,80,484.97,4.51,0.34,554.68,14.37500095,555.3,16.469,509,593,21.83
,11,PH057,MRF,11/02/2020,PRISMA,MRF 1500,T1,T1a,S1,S1_T1a,NiCl2-1,S1500T1NiCl2-1,0.29,80,1883.97,20.41,27.45,1892.01,0.426937796,1942.25,63.783,1800,2050,21.83
,11,PH057,MRF,11/02/2020,PRISMA,MRF 1500,T1,T1a,S2,S2_T1a,NiCl2-2,S1500T1NiCl2-2,0.6,80,1330.16,13.03,11.71,1284.57,-3.427742715,1306,34.333,1240,1400,21.83
,11,PH057,MRF,11/02/2020,PRISMA,MRF 1500,T1,T1a,S3,S3_T1a,NiCl2-3,S1500T1NiCl2-3,1.04,80,987.27,9.32,5.21,917.97,-7.019323826,927.5,33.281,840,1000,21.83
,11,PH057,MRF,11/02/2020,PRISMA,MRF 1500,T1,T1a,S4,S4_T1a,NiCl2-4,S1500T1NiCl2-4,1.64,80,690.08,6.57,3.34,670.89,-2.780432885,677,31.679,600,760,21.83
,11,PH057,MRF,11/02/2020,PRISMA,MRF 1500,T1,T1a,S5,S5_T1a,NiCl2-5,S1500T1NiCl2-5,2.52,80,484.97,4.51,0.62,475.87,-1.876543669,477,29.528,420,560,21.83
,11,PH057,MRF,11/02/2020,PRISMA,MRF 3000,T1,T1a,S1,S1_T1a,NiCl2-1,S3000T1NiCl2-1,0.29,80,1883.97,20.41,24.96,1849.32,-1.839166989,1895,59.831,1760,2000,21.83
,11,PH057,MRF,11/02/2020,PRISMA,MRF 3000,T1,T1a,S2,S2_T1a,NiCl2-2,S3000T1NiCl2-2,0.6,80,1330.16,13.03,11,1282.86,-3.555714554,1303,41.136,1240,1400,21.83
,11,PH057,MRF,11/02/2020,PRISMA,MRF 3000,T1,T1a,S3,S3_T1a,NiCl2-3,S3000T1NiCl2-3,1.04,80,987.27,9.32,4.68,916.68,-7.150192957,925.25,35.112,840,1000,21.83
,11,PH057,MRF,11/02/2020,PRISMA,MRF 3000,T1,T1a,S4,S4_T1a,NiCl2-4,S3000T1NiCl2-4,1.64,80,690.08,6.57,2.72,664.77,-3.667598791,669.75,34.273,580,740,21.83
,11,PH057,MRF,11/02/2020,PRISMA,MRF 3000,T1,T1a,S5,S5_T1a,NiCl2-5,S3000T1NiCl2-5,2.52,80,484.97,4.51,0.43,479.22,-1.185344873,480,30.523,440,560,21.83
,12,PH058,VFA,12/02/2020,PRISMA,VFA,T1,T1a,S1,S1_T1a,NiCl2-1,VFAT1NiCl2-1,0.29,80,1883.97,20.41,22.13,1844.23,-2.109185755,1867.475,44.443,1782,1949,21.05
,12,PH058,VFA,12/02/2020,PRISMA,VFA,T1,T1a,S2,S2_T1a,NiCl2-2,VFAT1NiCl2-2,0.6,80,1330.16,13.03,10.04,1496.51,12.50564239,1507.05,40.171,1435,1598,21.05
,12,PH058,VFA,12/02/2020,PRISMA,VFA,T1,T1a,S3,S3_T1a,NiCl2-3,VFAT1NiCl2-3,1.04,80,987.27,9.32,4.48,1079.27,9.318532267,1083.975,32.685,1021,1151,21.05
