num,session,code,sequence,date,scanner,dictionary,map,array,sphere,sphere_name_sh,NIST_name,long_name,conc,area,ref,ref_sd,temp_coef,tc_mean,tc_rd,mean,stdv,min,max,temp
,12,PH058,VFA,12/02/2020,PRISMA,VFA,T1,T1a,S4,S4_T1a,NiCl2-4,VFAT1NiCl2-4,1.64,80,690.08,6.57,4.95,724.34,4.964249588,729.538,21.35,686,779,21.05
,12,PH058,VFA,12/02/2020,PRISMA,VFA,T1,T1a,S5,S5_T1a,NiCl2-5,VFAT1NiCl2-5,2.52,80,484.97,4.51,0.34,551.65,13.74864652,552,18.549,511,597,21.05
,12,PH058,MRF,12/02/2020,PRISMA,MRF 1500,T1,T1a,S1,S1_T1a,NiCl2-1,S1500T1NiCl2-1,0.29,80,1883.97,20.41,27.45,1905.8,1.158761012,1934.625,62.093,1800,2050,21.05
,12,PH058,MRF,12/02/2020,PRISMA,MRF 1500,T1,T1a,S2,S2_T1a,NiCl2-2,S1500T1NiCl2-2,0.6,80,1330.16,13.03,11.71,1306.7,-1.763581982,1319,37.639,1240,1400,21.05
,12,PH058,MRF,12/02/2020,PRISMA,MRF 1500,T1,T1a,S3,S3_T1a,NiCl2-3,S1500T1NiCl2-3,1.04,80,987.27,9.32,5.21,935.53,-5.240496341,941,37.639,860,1000,21.05
,12,PH058,MRF,12/02/2020,PRISMA,MRF 1500,T1,T1a,S4,S4_T1a,NiCl2-4,S1500T1NiCl2-4,1.64,80,690.08,6.57,3.34,680.75,-1.352616741,684.25,37.746,600,760,21.05
,12,PH058,MRF,12/02/2020,PRISMA,MRF 1500,T1,T1a,S5,S5_T1a,NiCl2-5,S1500T1NiCl2-5,2.52,80,484.97,4.51,0.62,481.1,-0.797729196,481.75,29.544,420,560,21.05
,12,PH058,MRF,12/02/2020,PRISMA,MRF 3000,T1,T1a,S1,S1_T1a,NiCl2-1,S3000T1NiCl2-1,0.29,80,1883.97,20.41,24.96,1859.79,-1.283431562,1886,68.577,1720,2000,21.05
,12,PH058,MRF,12/02/2020,PRISMA,MRF 3000,T1,T1a,S2,S2_T1a,NiCl2-2,S3000T1NiCl2-2,0.6,80,1330.16,13.03,11,1304.45,-1.933138877,1316,42.978,1240,1400,21.05
,12,PH058,MRF,12/02/2020,PRISMA,MRF 3000,T1,T1a,S3,S3_T1a,NiCl2-3,S3000T1NiCl2-3,1.04,80,987.27,9.32,4.68,929.83,-5.817881052,934.75,43.136,860,1040,21.05
,12,PH058,MRF,12/02/2020,PRISMA,MRF 3000,T1,T1a,S4,S4_T1a,NiCl2-4,S3000T1NiCl2-4,1.64,80,690.08,6.57,2.72,680.64,-1.367524508,683.5,40.098,600,760,21.05
,12,PH058,MRF,12/02/2020,PRISMA,MRF 3000,T1,T1a,S5,S5_T1a,NiCl2-5,S3000T1NiCl2-5,2.52,80,484.97,4.51,0.43,474.55,-2.14790993,475,24.752,420,540,21.05
,13,PH059,VFA,14/02/2020,PRISMA,VFA,T1,T1a,S1,S1_T1a,NiCl2-1,VFAT1NiCl2-1,0.29,80,1883.97,20.41,22.13,1866.95,-0.903325706,1900.375,38.149,1843,1991,21.51
,13,PH059,VFA,14/02/2020,PRISMA,VFA,T1,T1a,S2,S2_T1a,NiCl2-2,VFAT1NiCl2-2,0.6,80,1330.16,13.03,10.04,1492.07,12.17239744,1507.237,43.698,1441,1617,21.51
,13,PH059,VFA,14/02/2020,PRISMA,VFA,T1,T1a,S3,S3_T1a,NiCl2-3,VFAT1NiCl2-3,1.04,80,987.27,9.32,4.48,1082.77,9.673081277,1089.537,27.373,1048,1160,21.51
,13,PH059,VFA,14/02/2020,PRISMA,VFA,T1,T1a,S4,S4_T1a,NiCl2-4,VFAT1NiCl2-4,1.64,80,690.08,6.57,4.95,720.61,4.423818808,728.087,17.255,675,766,21.51
,13,PH059,VFA,14/02/2020,PRISMA,VFA,T1,T1a,S5,S5_T1a,NiCl2-5,VFAT1NiCl2-5,2.52,80,484.97,4.51,0.34,544.51,12.2760337,545.013,15.757,504,583,21.51
,13,PH059,MRF,14/02/2020,PRISMA,MRF 1500,T1,T1a,S1,S1_T1a,NiCl2-1,S1500T1NiCl2-1,0.29,80,1883.97,20.41,27.45,1886.42,0.130199821,1927.875,57.384,1760,2050,21.51
,13,PH059,MRF,14/02/2020,PRISMA,MRF 1500,T1,T1a,S2,S2_T1a,NiCl2-2,S1500T1NiCl2-2,0.6,80,1330.16,13.03,11.71,1288.31,-3.145964378,1306,44.14,1240,1400,21.51
,13,PH059,MRF,14/02/2020,PRISMA,MRF 1500,T1,T1a,S3,S3_T1a,NiCl2-3,S1500T1NiCl2-3,1.04,80,987.27,9.32,5.21,920.14,-6.799891266,928,29.784,860,1000,21.51
,13,PH059,MRF,14/02/2020,PRISMA,MRF 1500,T1,T1a,S4,S4_T1a,NiCl2-4,S1500T1NiCl2-4,1.64,80,690.08,6.57,3.34,663.96,-3.784964584,669,29.494,580,740,21.51
,13,PH059,MRF,14/02/2020,PRISMA,MRF 1500,T1,T1a,S5,S5_T1a,NiCl2-5,S1500T1NiCl2-5,2.52,80,484.97,4.51,0.62,488.57,0.741703533,489.5,26.429,440,560,21.51
,13,PH059,MRF,14/02/2020,PRISMA,MRF 3000,T1,T1a,S1,S1_T1a,NiCl2-1,S3000T1NiCl2-1,0.29,80,1883.97,20.41,24.96,1844.31,-2.105219705,1882,60.68,1760,2000,21.51
,13,PH059,MRF,14/02/2020,PRISMA,MRF 3000,T1,T1a,S2,S2_T1a,NiCl2-2,S3000T1NiCl2-2,0.6,80,1330.16,13.03,11,1290.88,-2.952691586,1307.5,46.593,1240,1400,21.51
,13,PH059,MRF,14/02/2020,PRISMA,MRF 3000,T1,T1a,S3,S3_T1a,NiCl2-3,S3000T1NiCl2-3,1.04,80,987.27,9.32,4.68,910.93,-7.73272071,918,36.087,840,1000,21.51
,13,PH059,MRF,14/02/2020,PRISMA,MRF 3000,T1,T1a,S4,S4_T1a,NiCl2-4,S3000T1NiCl2-4,1.64,80,690.08,6.57,2.72,663.64,-3.831245214,667.75,30.104,600,760,21.51
,13,PH059,MRF,14/02/2020,PRISMA,MRF 3000,T1,T1a,S5,S5_T1a,NiCl2-5,S3000T1NiCl2-5,2.52,80,484.97,4.51,0.43,487.11,0.44076455,487.75,23.918,440,560,21.51
,14,PH060,VFA,14/02/2020,PRISMA,VFA,T1,T1a,S1,S1_T1a,NiCl2-1,VFAT1NiCl2-1,0.29,80,1883.97,20.41,22.13,1881.91,-0.109431185,1914.225,45.7,1834,2052,21.46
,14,PH060,VFA,14/02/2020,PRISMA,VFA,T1,T1a,S2,S2_T1a,NiCl2-2,VFAT1NiCl2-2,0.6,80,1330.16,13.03,10.04,1492.37,12.19511202,1507.037,34.345,1449,1611,21.46
,14,PH060,VFA,14/02/2020,PRISMA,VFA,T1,T1a,S3,S3_T1a,NiCl2-3,VFAT1NiCl2-3,1.04,80,987.27,9.32,4.48,1062.27,7.596556288,1068.812,23.592,1025,1127,21.46
,14,PH060,VFA,14/02/2020,PRISMA,VFA,T1,T1a,S4,S4_T1a,NiCl2-4,VFAT1NiCl2-4,1.64,80,690.08,6.57,4.95,732.09,6.08821318,739.325,15.897,701,782,21.46
,14,PH060,VFA,14/02/2020,PRISMA,VFA,T1,T1a,S5,S5_T1a,NiCl2-5,VFAT1NiCl2-5,2.52,80,484.97,4.51,0.34,532.77,9.856671371,533.263,14.273,506,571,21.46
,14,PH060,MRF,14/02/2020,PRISMA,MRF 1500,T1,T1a,S1,S1_T1a,NiCl2-1,S1500T1NiCl2-1,0.29,80,1883.97,20.41,27.45,1889.55,0.295944777,1929.625,58.189,1800,2050,21.46
,14,PH060,MRF,14/02/2020,PRISMA,MRF 1500,T1,T1a,S2,S2_T1a,NiCl2-2,S1500T1NiCl2-2,0.6,80,1330.16,13.03,11.71,1294.4,-2.68845242,1311.5,37.488,1240,1400,21.46
,14,PH060,MRF,14/02/2020,PRISMA,MRF 1500,T1,T1a,S3,S3_T1a,NiCl2-3,S1500T1NiCl2-3,1.04,80,987.27,9.32,5.21,921.65,-6.646906396,929.25,28.982,880,1000,21.46
,14,PH060,MRF,14/02/2020,PRISMA,MRF 1500,T1,T1a,S4,S4_T1a,NiCl2-4,S1500T1NiCl2-4,1.64,80,690.08,6.57,3.34,668.38,-3.14491362,673.25,32.444,580,740,21.46
,14,PH060,MRF,14/02/2020,PRISMA,MRF 1500,T1,T1a,S5,S5_T1a,NiCl2-5,S1500T1NiCl2-5,2.52,80,484.97,4.51,0.62,492.35,1.521317268,493.25,26.423,440,560,21.46
,14,PH060,MRF,14/02/2020,PRISMA,MRF 3000,T1,T1a,S1,S1_T1a,NiCl2-1,S3000T1NiCl2-1,0.29,80,1883.97,20.41,24.96,1870.43,-0.718622795,1906.875,62.208,1760,2050,21.46
,14,PH060,MRF,14/02/2020,PRISMA,MRF 3000,T1,T1a,S2,S2_T1a,NiCl2-2,S3000T1NiCl2-2,0.6,80,1330.16,13.03,11,1300.93,-2.197129634,1317,33.542,1240,1400,21.46
,14,PH060,MRF,14/02/2020,PRISMA,MRF 3000,T1,T1a,S3,S3_T1a,NiCl2-3,S3000T1NiCl2-3,1.04,80,987.27,9.32,4.68,915.41,-7.278518746,922.25,34.125,880,1000,21.46
,14,PH060,MRF,14/02/2020,PRISMA,MRF 3000,T1,T1a,S4,S4_T1a,NiCl2-4,S3000T1NiCl2-4,1.64,80,690.08,6.57,2.72,672.03,-2.616016799,676,36.199,600,760,21.46
,14,PH060,MRF,14/02/2020,PRISMA,MRF 3000,T1,T1a,S5,S5_T1a,NiCl2-5,S3000T1NiCl2-5,2.52,80,484.97,4.51,0.43,486.88,0.393601287,487.5,26.314,440,560,21.46
,15,PH061,VFA,17/02/2020,PRISMA,VFA,T1,T1a,S1,S1_T1a,NiCl2-1,VFAT1NiCl2-1,0.29,80,1883.97,20.41,22.13,1851.98,-1.697849585,1889.612,36.076,1832,1971,21.7
,15,PH061,VFA,17/02/2020,PRISMA,VFA,T1,T1a,S2,S2_T1a,NiCl2-2,VFAT1NiCl2-2,0.6,80,1330.16,13.03,10.04,1496.08,12.47347901,1513.15,42.895,1440,1614,21.7
,15,PH061,VFA,17/02/2020,PRISMA,VFA,T1,T1a,S3,S3_T1a,NiCl2-3,VFAT1NiCl2-3,1.04,80,987.27,9.32,4.48,1093.53,10.76310239,1101.15,28.923,1050,1181,21.7
,15,PH061,VFA,17/02/2020,PRISMA,VFA,T1,T1a,S4,S4_T1a,NiCl2-4,VFAT1NiCl2-4,1.64,80,690.08,6.57,4.95,710.44,2.950644652,718.862,17.807,676,762,21.7
,15,PH061,VFA,17/02/2020,PRISMA,VFA,T1,T1a,S5,S5_T1a,NiCl2-5,VFAT1NiCl2-5,2.52,80,484.97,4.51,0.34,535,10.31675573,535.575,16.226,498,574,21.7
,15,PH061,MRF,17/02/2020,PRISMA,MRF 1500,T1,T1a,S1,S1_T1a,NiCl2-1,S1500T1NiCl2-1,0.29,80,1883.97,20.41,27.45,1892.08,0.430585499,1938.75,64.128,1800,2050,21.7
,15,PH061,MRF,17/02/2020,PRISMA,MRF 1500,T1,T1a,S2,S2_T1a,NiCl2-2,S1500T1NiCl2-2,0.6,80,1330.16,13.03,11.71,1302.59,-2.072817989,1322.5,33.281,1280,1400,21.7
,15,PH061,MRF,17/02/2020,PRISMA,MRF 1500,T1,T1a,S3,S3_T1a,NiCl2-3,S1500T1NiCl2-3,1.04,80,987.27,9.32,5.21,924.9,-6.317694922,933.75,31.437,880,1000,21.7
,15,PH061,MRF,17/02/2020,PRISMA,MRF 1500,T1,T1a,S4,S4_T1a,NiCl2-4,S1500T1NiCl2-4,1.64,80,690.08,6.57,3.34,665.08,-3.623256093,670.75,34.996,600,760,21.7
,15,PH061,MRF,17/02/2020,PRISMA,MRF 1500,T1,T1a,S5,S5_T1a,NiCl2-5,S1500T1NiCl2-5,2.52,80,484.97,4.51,0.62,489.2,0.872146166,490.25,28.462,420,560,21.7
,15,PH061,MRF,17/02/2020,PRISMA,MRF 3000,T1,T1a,S1,S1_T1a,NiCl2-1,S3000T1NiCl2-1,0.29,80,1883.97,20.41,24.96,1853.44,-1.620480839,1895.875,71.24,1760,2050,21.7
,15,PH061,MRF,17/02/2020,PRISMA,MRF 3000,T1,T1a,S2,S2_T1a,NiCl2-2,S3000T1NiCl2-2,0.6,80,1330.16,13.03,11,1304.79,-1.907004968,1323.5,38.289,1240,1400,21.7
,15,PH061,MRF,17/02/2020,PRISMA,MRF 3000,T1,T1a,S3,S3_T1a,NiCl2-3,S3000T1NiCl2-3,1.04,80,987.27,9.32,4.68,916.54,-7.164482939,924.5,38.316,860,1040,21.7
,15,PH061,MRF,17/02/2020,PRISMA,MRF 3000,T1,T1a,S4,S4_T1a,NiCl2-4,S3000T1NiCl2-4,1.64,80,690.08,6.57,2.72,658.62,-4.558259955,663.25,34.339,580,760,21.7
,15,PH061,MRF,17/02/2020,PRISMA,MRF 3000,T1,T1a,S5,S5_T1a,NiCl2-5,S3000T1NiCl2-5,2.52,80,484.97,4.51,0.43,482.53,-0.503795903,483.25,28.185,420,560,21.7
,16,PH062,VFA,19/02/2020,PRISMA,VFA,T1,T1a,S1,S1_T1a,NiCl2-1,VFAT1NiCl2-1,0.29,80,1883.97,20.41,22.13,1809.92,-3.930682299,1840.463,66.287,1491,1922,21.38
,16,PH062,VFA,19/02/2020,PRISMA,VFA,T1,T1a,S2,S2_T1a,NiCl2-2,VFAT1NiCl2-2,0.6,80,1330.16,13.03,10.04,1528.43,14.90556975,1542.287,42.516,1460,1634,21.38
,16,PH062,VFA,19/02/2020,PRISMA,VFA,T1,T1a,S3,S3_T1a,NiCl2-3,VFAT1NiCl2-3,1.04,80,987.27,9.32,4.48,1054.4,6.799869138,1060.588,21.066,1011,1103,21.38
,16,PH062,VFA,19/02/2020,PRISMA,VFA,T1,T1a,S4,S4_T1a,NiCl2-4,VFAT1NiCl2-4,1.64,80,690.08,6.57,4.95,705.34,2.211306778,712.175,24.192,650,755,21.38
,16,PH062,VFA,19/02/2020,PRISMA,VFA,T1,T1a,S5,S5_T1a,NiCl2-5,VFAT1NiCl2-5,2.52,80,484.97,4.51,0.34,524.99,8.251192607,525.45,19.985,474,560,21.38
,16,PH062,MRF,19/02/2020,PRISMA,MRF 1500,T1,T1a,S1,S1_T1a,NiCl2-1,S1500T1NiCl2-1,0.29,80,1883.97,20.41,27.45,1901.87,0.949943322,1939.75,50.89,1840,2050,21.38
,16,PH062,MRF,19/02/2020,PRISMA,MRF 1500,T1,T1a,S2,S2_T1a,NiCl2-2,S1500T1NiCl2-2,0.6,80,1330.16,13.03,11.71,1305.34,-1.866218577,1321.5,36.806,1240,1400,21.38
,16,PH062,MRF,19/02/2020,PRISMA,MRF 1500,T1,T1a,S3,S3_T1a,NiCl2-3,S1500T1NiCl2-3,1.04,80,987.27,9.32,5.21,930.81,-5.718427058,938,38.134,860,1040,21.38
,16,PH062,MRF,19/02/2020,PRISMA,MRF 1500,T1,T1a,S4,S4_T1a,NiCl2-4,S1500T1NiCl2-4,1.64,80,690.08,6.57,3.34,672.89,-2.490354451,677.5,33.128,600,760,21.38
,16,PH062,MRF,19/02/2020,PRISMA,MRF 1500,T1,T1a,S5,S5_T1a,NiCl2-5,S1500T1NiCl2-5,2.52,80,484.97,4.51,0.62,479.4,-1.149068867,480.25,26.907,420,560,21.38
,16,PH062,MRF,19/02/2020,PRISMA,MRF 3000,T1,T1a,S1,S1_T1a,NiCl2-1,S3000T1NiCl2-1,0.29,80,1883.97,20.41,24.96,1861.05,-1.216406111,1895.5,49.501,1800,2000,21.38
,16,PH062,MRF,19/02/2020,PRISMA,MRF 3000,T1,T1a,S2,S2_T1a,NiCl2-2,S3000T1NiCl2-2,0.6,80,1330.16,13.03,11,1303.31,-2.018181795,1318.5,42.429,1240,1400,21.38
,16,PH062,MRF,19/02/2020,PRISMA,MRF 3000,T1,T1a,S3,S3_T1a,NiCl2-3,S3000T1NiCl2-3,1.04,80,987.27,9.32,4.68,925.79,-6.227669479,932.25,41.429,860,1040,21.38
,16,PH062,MRF,19/02/2020,PRISMA,MRF 3000,T1,T1a,S4,S4_T1a,NiCl2-4,S3000T1NiCl2-4,1.64,80,690.08,6.57,2.72,669,-3.055432926,672.75,33.714,600,740,21.38
,16,PH062,MRF,19/02/2020,PRISMA,MRF 3000,T1,T1a,S5,S5_T1a,NiCl2-5,S3000T1NiCl2-5,2.52,80,484.97,4.51,0.43,475.41,-1.970661303,476,25.537,420,540,21.38
,17,PH063,VFA,19/02/2020,PRISMA,VFA,T1,T1a,S1,S1_T1a,NiCl2-1,VFAT1NiCl2-1,0.29,80,1883.97,20.41,22.13,1861.65,-1.18458586,1898.175,43.603,1834,2033,21.65
,17,PH063,VFA,19/02/2020,PRISMA,VFA,T1,T1a,S2,S2_T1a,NiCl2-2,VFAT1NiCl2-2,0.6,80,1330.16,13.03,10.04,1509.47,13.4800602,1526.037,39.01,1446,1622,21.65
,17,PH063,VFA,19/02/2020,PRISMA,VFA,T1,T1a,S3,S3_T1a,NiCl2-3,VFAT1NiCl2-3,1.04,80,987.27,9.32,4.48,1073.9,8.775205633,1081.3,25.378,1034,1130,21.65
,17,PH063,VFA,19/02/2020,PRISMA,VFA,T1,T1a,S4,S4_T1a,NiCl2-4,VFAT1NiCl2-4,1.64,80,690.08,6.57,4.95,720.23,4.368690775,728.4,16.19,692,759,21.65
,17,PH063,VFA,19/02/2020,PRISMA,VFA,T1,T1a,S5,S5_T1a,NiCl2-5,VFAT1NiCl2-5,2.52,80,484.97,4.51,0.34,527.76,8.822605267,528.312,16.563,484,571,21.65
,17,PH063,MRF,19/02/2020,PRISMA,MRF 1500,T1,T1a,S1,S1_T1a,NiCl2-1,S1500T1NiCl2-1,0.29,80,1883.97,20.41,27.45,1887.33,0.178330168,1932.625,55.089,1800,2050,21.65
,17,PH063,MRF,19/02/2020,PRISMA,MRF 1500,T1,T1a,S2,S2_T1a,NiCl2-2,S1500T1NiCl2-2,0.6,80,1330.16,13.03,11.71,1297.17,-2.479863679,1316.5,38.815,1240,1400,21.65
,17,PH063,MRF,19/02/2020,PRISMA,MRF 1500,T1,T1a,S3,S3_T1a,NiCl2-3,S1500T1NiCl2-3,1.04,80,987.27,9.32,5.21,933.41,-5.455684152,942,32.076,880,1040,21.65
,17,PH063,MRF,19/02/2020,PRISMA,MRF 1500,T1,T1a,S4,S4_T1a,NiCl2-4,S1500T1NiCl2-4,1.64,80,690.08,6.57,3.34,670.74,-2.802066709,676.25,29.355,600,760,21.65
,17,PH063,MRF,19/02/2020,PRISMA,MRF 1500,T1,T1a,S5,S5_T1a,NiCl2-5,S1500T1NiCl2-5,2.52,80,484.97,4.51,0.62,489.73,0.981615355,490.75,29.329,440,580,21.65
,17,PH063,MRF,19/02/2020,PRISMA,MRF 3000,T1,T1a,S1,S1_T1a,NiCl2-1,S3000T1NiCl2-1,0.29,80,1883.97,20.41,24.96,1848.31,-1.892615226,1889.5,57.012,1760,2000,21.65
,17,PH063,MRF,19/02/2020,PRISMA,MRF 3000,T1,T1a,S2,S2_T1a,NiCl2-2,S3000T1NiCl2-2,0.6,80,1330.16,13.03,11,1295.84,-2.579842607,1314,41.783,1240,1400,21.65
,17,PH063,MRF,19/02/2020,PRISMA,MRF 3000,T1,T1a,S3,S3_T1a,NiCl2-3,S3000T1NiCl2-3,1.04,80,987.27,9.32,4.68,926.27,-6.178511551,934,36.892,860,1040,21.65
,17,PH063,MRF,19/02/2020,PRISMA,MRF 3000,T1,T1a,S4,S4_T1a,NiCl2-4,S3000T1NiCl2-4,1.64,80,690.08,6.57,2.72,666.26,-3.451714592,670.75,29.672,600,740,21.65
,17,PH063,MRF,19/02/2020,PRISMA,MRF 3000,T1,T1a,S5,S5_T1a,NiCl2-5,S3000T1NiCl2-5,2.52,80,484.97,4.51,0.43,482.3,-0.550959166,483,25.676,440,540,21.65
,18,PH064,VFA,20/02/2020,PRISMA,VFA,T1,T1a,S1,S1_T1a,NiCl2-1,VFAT1NiCl2-1,0.29,80,1883.97,20.41,22.13,1894.99,0.585078118,1927.088,36.434,1865,2018,21.45
,18,PH064,VFA,20/02/2020,PRISMA,VFA,T1,T1a,S2,S2_T1a,NiCl2-2,VFAT1NiCl2-2,0.6,80,1330.16,13.03,10.04,1471.11,10.59668988,1485.675,38.589,1432,1575,21.45
,18,PH064,VFA,20/02/2020,PRISMA,VFA,T1,T1a,S3,S3_T1a,NiCl2-3,VFAT1NiCl2-3,1.04,80,987.27,9.32,4.48,1061.75,7.544171261,1068.25,30.43,1016,1132,21.45
,18,PH064,VFA,20/02/2020,PRISMA,VFA,T1,T1a,S4,S4_T1a,NiCl2-4,VFAT1NiCl2-4,1.64,80,690.08,6.57,4.95,729.02,5.64254464,736.2,18.446,694,779,21.45
,18,PH064,VFA,20/02/2020,PRISMA,VFA,T1,T1a,S5,S5_T1a,NiCl2-5,VFAT1NiCl2-5,2.52,80,484.97,4.51,0.34,522.79,7.797856126,523.275,14.161,488,558,21.45
,18,PH064,MRF,20/02/2020,PRISMA,MRF 1500,T1,T1a,S1,S1_T1a,NiCl2-1,S1500T1NiCl2-1,0.29,80,1883.97,20.41,27.45,1914.57,1.624231164,1954.375,58.696,1840,2050,21.45
,18,PH064,MRF,20/02/2020,PRISMA,MRF 1500,T1,T1a,S2,S2_T1a,NiCl2-2,S1500T1NiCl2-2,0.6,80,1330.16,13.03,11.71,1308.52,-1.627141885,1325.5,34.122,1240,1440,21.45
,18,PH064,MRF,20/02/2020,PRISMA,MRF 1500,T1,T1a,S3,S3_T1a,NiCl2-3,S1500T1NiCl2-3,1.04,80,987.27,9.32,5.21,939.95,-4.793099965,947.5,30.252,880,1000,21.45
,18,PH064,MRF,20/02/2020,PRISMA,MRF 1500,T1,T1a,S4,S4_T1a,NiCl2-4,S1500T1NiCl2-4,1.64,80,690.08,6.57,3.34,685.16,-0.71282274,690,33.223,600,760,21.45
,18,PH064,MRF,20/02/2020,PRISMA,MRF 1500,T1,T1a,S5,S5_T1a,NiCl2-5,S1500T1NiCl2-5,2.52,80,484.97,4.51,0.62,491.1,1.264843371,492,31.277,440,580,21.45
,18,PH064,MRF,20/02/2020,PRISMA,MRF 3000,T1,T1a,S1,S1_T1a,NiCl2-1,S3000T1NiCl2-1,0.29,80,1883.97,20.41,24.96,1864.31,-1.04375462,1900.5,60.376,1760,2000,21.45
,18,PH064,MRF,20/02/2020,PRISMA,MRF 3000,T1,T1a,S2,S2_T1a,NiCl2-2,S3000T1NiCl2-2,0.6,80,1330.16,13.03,11,1306.54,-1.775373111,1322.5,32.666,1280,1400,21.45
,18,PH064,MRF,20/02/2020,PRISMA,MRF 3000,T1,T1a,S3,S3_T1a,NiCl2-3,S3000T1NiCl2-3,1.04,80,987.27,9.32,4.68,933.96,-5.399920192,940.75,35.924,860,1000,21.45
,18,PH064,MRF,20/02/2020,PRISMA,MRF 3000,T1,T1a,S4,S4_T1a,NiCl2-4,S3000T1NiCl2-4,1.64,80,690.08,6.57,2.72,677.3,-1.85129247,681.25,36.191,600,760,21.45
,18,PH064,MRF,20/02/2020,PRISMA,MRF 3000,T1,T1a,S5,S5_T1a,NiCl2-5,S3000T1NiCl2-5,2.52,80,484.97,4.51,0.43,484.88,-0.017918093,485.5,28.987,440,540,21.45
,19,PH065,VFA,21/02/2020,PRISMA,VFA,T1,T1a,S1,S1_T1a,NiCl2-1,VFAT1NiCl2-1,0.29,80,1883.97,20.41,22.13,1871.07,-0.684542172,1902.062,34.871,1841,1991,21.4
,19,PH065,VFA,21/02/2020,PRISMA,VFA,T1,T1a,S2,S2_T1a,NiCl2-2,VFAT1NiCl2-2,0.6,80,1330.16,13.03,10.04,1497.5,12.58059711,1511.562,42.571,1437,1623,21.4
,19,PH065,VFA,21/02/2020,PRISMA,VFA,T1,T1a,S3,S3_T1a,NiCl2-3,VFAT1NiCl2-3,1.04,80,987.27,9.32,4.48,1088.3,10.23331321,1094.575,29.188,1036,1151,21.4
,19,PH065,VFA,21/02/2020,PRISMA,VFA,T1,T1a,S4,S4_T1a,NiCl2-4,VFAT1NiCl2-4,1.64,80,690.08,6.57,4.95,712.17,3.200458605,719.1,19.159,676,755,21.4
,19,PH065,VFA,21/02/2020,PRISMA,VFA,T1,T1a,S5,S5_T1a,NiCl2-5,VFAT1NiCl2-5,2.52,80,484.97,4.51,0.34,542.25,11.81188143,542.725,18.007,498,589,21.4
,19,PH065,MRF,21/02/2020,PRISMA,MRF 1500,T1,T1a,S1,S1_T1a,NiCl2-1,S1500T1NiCl2-1,0.29,80,1883.97,20.41,27.45,1878.32,-0.300025313,1916.75,62.94,1800,2050,21.4
,19,PH065,MRF,21/02/2020,PRISMA,MRF 1500,T1,T1a,S2,S2_T1a,NiCl2-2,S1500T1NiCl2-2,0.6,80,1330.16,13.03,11.71,1285.6,-3.349818777,1302,35.379,1240,1400,21.4
,19,PH065,MRF,21/02/2020,PRISMA,MRF 1500,T1,T1a,S3,S3_T1a,NiCl2-3,S1500T1NiCl2-3,1.04,80,987.27,9.32,5.21,913.46,-7.476218694,920.75,30.096,840,980,21.4
,19,PH065,MRF,21/02/2020,PRISMA,MRF 1500,T1,T1a,S4,S4_T1a,NiCl2-4,S1500T1NiCl2-4,1.64,80,690.08,6.57,3.34,665.08,-3.623084783,669.75,34.713,580,740,21.4
,19,PH065,MRF,21/02/2020,PRISMA,MRF 1500,T1,T1a,S5,S5_T1a,NiCl2-5,S1500T1NiCl2-5,2.52,80,484.97,4.51,0.62,478.89,-1.254716039,479.75,29.936,420,560,21.4
,19,PH065,MRF,21/02/2020,PRISMA,MRF 3000,T1,T1a,S1,S1_T1a,NiCl2-1,S3000T1NiCl2-1,0.29,80,1883.97,20.41,24.96,1837.55,-2.463731064,1872.5,60.074,1720,2000,21.4
,19,PH065,MRF,21/02/2020,PRISMA,MRF 3000,T1,T1a,S2,S2_T1a,NiCl2-2,S3000T1NiCl2-2,0.6,80,1330.16,13.03,11,1285.59,-3.35035786,1301,39.733,1240,1400,21.4
,19,PH065,MRF,21/02/2020,PRISMA,MRF 3000,T1,T1a,S3,S3_T1a,NiCl2-3,S3000T1NiCl2-3,1.04,80,987.27,9.32,4.68,913.94,-7.427308877,920.5,34.27,840,1000,21.4
,19,PH065,MRF,21/02/2020,PRISMA,MRF 3000,T1,T1a,S4,S4_T1a,NiCl2-4,S3000T1NiCl2-4,1.64,80,690.08,6.57,2.72,658.94,-4.512426217,662.75,34.967,580,740,21.4
,19,PH065,MRF,21/02/2020,PRISMA,MRF 3000,T1,T1a,S5,S5_T1a,NiCl2-5,S3000T1NiCl2-5,2.52,80,484.97,4.51,0.43,472.9,-2.487911634,473.5,27.883,420,540,21.4
,20,PH066,VFA,21/02/2020,PRISMA,VFA,T1,T1a,S1,S1_T1a,NiCl2-1,VFAT1NiCl2-1,0.29,80,1883.97,20.41,22.13,1882.83,-0.060374956,1922.675,40.719,1834,2024,21.8
,20,PH066,VFA,21/02/2020,PRISMA,VFA,T1,T1a,S2,S2_T1a,NiCl2-2,VFAT1NiCl2-2,0.6,80,1330.16,13.03,10.04,1470.72,10.56737143,1488.8,36.425,1426,1584,21.8
,20,PH066,VFA,21/02/2020,PRISMA,VFA,T1,T1a,S3,S3_T1a,NiCl2-3,VFAT1NiCl2-3,1.04,80,987.27,9.32,4.48,1082.38,9.633909411,1090.45,28.138,1037,1156,21.8
,20,PH066,VFA,21/02/2020,PRISMA,VFA,T1,T1a,S4,S4_T1a,NiCl2-4,VFAT1NiCl2-4,1.64,80,690.08,6.57,4.95,730.17,5.809689201,739.087,21.04,692,782,21.8
