num,session,code,sequence,date,scanner,dictionary,map,array,sphere,sphere_name_sh,NIST_name,conc,area,mean,stdv,min,max,temp
348,5,PH043,MRF,31/01/2020,PRISMA,MRF 1500,T1,T1a,S2,S2_T1a,NiCl2-2,0.6,80,1405,35.649,1320,1480,27.49
349,5,PH043,MRF,31/01/2020,PRISMA,MRF 1500,T1,T1a,S3,S3_T1a,NiCl2-3,1.04,80,976.25,39.758,880,1080,27.49
350,5,PH043,MRF,31/01/2020,PRISMA,MRF 1500,T1,T1a,S4,S4_T1a,NiCl2-4,1.64,80,690.75,32.599,620,760,27.49
351,5,PH043,MRF,31/01/2020,PRISMA,MRF 1500,T1,T1a,S5,S5_T1a,NiCl2-5,2.52,80,501.5,25.413,440,580,27.49
352,5,PH043,MRF,31/01/2020,PRISMA,MRF 3000,T1,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,2903.75,73.68,2750,3100,27.49
353,5,PH043,MRF,31/01/2020,PRISMA,MRF 3000,T1,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,2556.25,53.59,2450,2650,27.49
354,5,PH043,MRF,31/01/2020,PRISMA,MRF 3000,T1,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,2185,65.796,2050,2350,27.49
355,5,PH043,MRF,31/01/2020,PRISMA,MRF 3000,T1,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,1773.5,53.607,1640,1920,27.49
356,5,PH043,MRF,31/01/2020,PRISMA,MRF 3000,T1,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,1487,43.991,1400,1600,27.49
357,5,PH043,MRF,31/01/2020,PRISMA,MRF 3000,T1,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,1150,35.72,1040,1240,27.49
358,5,PH043,MRF,31/01/2020,PRISMA,MRF 3000,T1,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,844.25,28.586,780,920,27.49
359,5,PH043,MRF,31/01/2020,PRISMA,MRF 3000,T1,T2a,S8,S8_T2a,MnCl2-8,0.193,80,642.75,21.286,620,700,27.49
360,5,PH043,MRF,31/01/2020,PRISMA,MRF 3000,T2,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1143.75,79.307,1000,1400,27.49
361,5,PH043,MRF,31/01/2020,PRISMA,MRF 3000,T2,T1a,S2,S2_T1a,NiCl2-2,0.6,80,786.875,50.781,700,900,27.49
362,5,PH043,MRF,31/01/2020,PRISMA,MRF 3000,T2,T1a,S3,S3_T1a,NiCl2-3,1.04,80,583.125,33.7,500,700,27.49
363,5,PH043,MRF,31/01/2020,PRISMA,MRF 3000,T2,T1a,S4,S4_T1a,NiCl2-4,1.64,80,436.875,29.493,400,500,27.49
364,5,PH043,MRF,31/01/2020,PRISMA,MRF 3000,T2,T1a,S5,S5_T1a,NiCl2-5,2.52,80,316.375,25.12,280,350,27.49
365,5,PH043,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,608.125,38.52,550,700,27.49
366,5,PH043,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,388.125,26.676,350,450,27.49
367,5,PH043,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,274.5,18.887,230,300,27.49
368,5,PH043,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,226.75,19.986,190,280,27.49
369,5,PH043,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,147.938,12.919,125,200,27.49
370,5,PH043,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,112.275,8.546,90,135,27.49
371,5,PH043,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,74.15,6.823,58,96,27.49
372,5,PH043,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S8,S8_T2a,MnCl2-8,0.193,80,49.975,4.904,40,60,27.49
373,5,PH043,MRF,31/01/2020,PRISMA,MRF 3000,T1,T1a,S1,S1_T1a,NiCl2-1,0.29,80,2057.375,70.491,1880,2150,27.49
374,5,PH043,MRF,31/01/2020,PRISMA,MRF 3000,T1,T1a,S2,S2_T1a,NiCl2-2,0.6,80,1405,43.341,1320,1480,27.49
375,5,PH043,MRF,31/01/2020,PRISMA,MRF 3000,T1,T1a,S3,S3_T1a,NiCl2-3,1.04,80,967.75,47.038,880,1080,27.49
376,5,PH043,MRF,31/01/2020,PRISMA,MRF 3000,T1,T1a,S4,S4_T1a,NiCl2-4,1.64,80,680.75,37.171,600,780,27.49
377,5,PH043,MRF,31/01/2020,PRISMA,MRF 3000,T1,T1a,S5,S5_T1a,NiCl2-5,2.52,80,495.5,26.043,440,540,27.49
378,5,PH043,VFA,31/01/2020,PRISMA,VFA,T1,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,3088.762,82.473,2744,3257,27.49
379,5,PH043,VFA,31/01/2020,PRISMA,VFA,T1,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,2964.137,73.326,2815,3128,27.49
380,5,PH043,VFA,31/01/2020,PRISMA,VFA,T1,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,2518.525,56.785,2380,2641,27.49
381,5,PH043,VFA,31/01/2020,PRISMA,VFA,T1,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,1838.2,34.595,1776,1926,27.49
382,5,PH043,VFA,31/01/2020,PRISMA,VFA,T1,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,1737.75,58.937,1612,1871,27.49
383,5,PH043,VFA,31/01/2020,PRISMA,VFA,T1,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,1280.963,15.541,1248,1311,27.49
384,5,PH043,VFA,31/01/2020,PRISMA,VFA,T1,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,1030.85,30.399,958,1093,27.49
385,5,PH043,VFA,31/01/2020,PRISMA,VFA,T1,T2a,S8,S8_T2a,MnCl2-8,0.193,80,807.425,29.784,743,883,27.49
386,5,PH043,VFA,31/01/2020,PRISMA,VFA,T1,T1a,S1,S1_T1a,NiCl2-1,0.29,80,2018.95,47.573,1930,2125,27.49
387,5,PH043,VFA,31/01/2020,PRISMA,VFA,T1,T1a,S2,S2_T1a,NiCl2-2,0.6,80,1556.487,42.744,1483,1669,27.49
388,5,PH043,VFA,31/01/2020,PRISMA,VFA,T1,T1a,S3,S3_T1a,NiCl2-3,1.04,80,1120.713,25.998,1071,1187,27.49
389,5,PH043,VFA,31/01/2020,PRISMA,VFA,T1,T1a,S4,S4_T1a,NiCl2-4,1.64,80,753.275,19.042,706,795,27.49
390,5,PH043,VFA,31/01/2020,PRISMA,VFA,T1,T1a,S5,S5_T1a,NiCl2-5,2.52,80,541.188,17.252,511,581,27.49
391,6,PH044,MESE,31/01/2020,PRISMA,MESE,T2,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1391.562,41.154,1223,1451,26.76
392,6,PH044,MESE,31/01/2020,PRISMA,MESE,T2,T1a,S2,S2_T1a,NiCl2-2,0.6,80,1746.1,469.723,0,2898,26.76
393,6,PH044,MESE,31/01/2020,PRISMA,MESE,T2,T1a,S3,S3_T1a,NiCl2-3,1.04,80,922.812,83.152,762,1222,26.76
394,6,PH044,MESE,31/01/2020,PRISMA,MESE,T2,T1a,S4,S4_T1a,NiCl2-4,1.64,80,534.188,27.513,502,607,26.76
395,6,PH044,MESE,31/01/2020,PRISMA,MESE,T2,T1a,S5,S5_T1a,NiCl2-5,2.52,80,368.438,9.678,345,402,26.76
396,6,PH044,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,666.362,7.472,648,684,26.76
397,6,PH044,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,456.05,7.614,439,494,26.76
398,6,PH044,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,318.387,3.713,306,327,26.76
399,6,PH044,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,214.1,2.74,206,219,26.76
400,6,PH044,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,156.562,2.277,151,166,26.76
401,6,PH044,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,107.787,2.18,102,111,26.76
402,6,PH044,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,74.537,1.638,70,77,26.76
403,6,PH044,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S8,S8_T2a,MnCl2-8,0.193,80,54.388,1.428,51,57,26.76
404,6,PH044,MRF,31/01/2020,PRISMA,MRF 1500,T1,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,2971.875,66.487,2850,3100,26.76
405,6,PH044,MRF,31/01/2020,PRISMA,MRF 1500,T1,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,2598.75,52.756,2550,2750,26.76
406,6,PH044,MRF,31/01/2020,PRISMA,MRF 1500,T1,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,2227.5,69.309,2050,2350,26.76
407,6,PH044,MRF,31/01/2020,PRISMA,MRF 1500,T1,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,1819,46.758,1720,1920,26.76
408,6,PH044,MRF,31/01/2020,PRISMA,MRF 1500,T1,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,1536,44.823,1440,1640,26.76
409,6,PH044,MRF,31/01/2020,PRISMA,MRF 1500,T1,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,1185,38.385,1080,1240,26.76
410,6,PH044,MRF,31/01/2020,PRISMA,MRF 1500,T1,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,848.25,28.229,780,920,26.76
411,6,PH044,MRF,31/01/2020,PRISMA,MRF 1500,T1,T2a,S8,S8_T2a,MnCl2-8,0.193,80,643.25,21.452,600,700,26.76
412,6,PH044,MRF,31/01/2020,PRISMA,MRF 1500,T2,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1112.5,103.575,900,1300,26.76
413,6,PH044,MRF,31/01/2020,PRISMA,MRF 1500,T2,T1a,S2,S2_T1a,NiCl2-2,0.6,80,777.5,25.032,750,800,26.76
414,6,PH044,MRF,31/01/2020,PRISMA,MRF 1500,T2,T1a,S3,S3_T1a,NiCl2-3,1.04,80,585,31.22,500,650,26.76
415,6,PH044,MRF,31/01/2020,PRISMA,MRF 1500,T2,T1a,S4,S4_T1a,NiCl2-4,1.64,80,459.375,30.908,400,500,26.76
416,6,PH044,MRF,31/01/2020,PRISMA,MRF 1500,T2,T1a,S5,S5_T1a,NiCl2-5,2.52,80,302.875,21.24,270,350,26.76
417,6,PH044,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,584.375,35.215,500,650,26.76
418,6,PH044,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,380,27.096,350,450,26.76
419,6,PH044,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,281.125,17.789,240,350,26.76
420,6,PH044,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,202.5,15.303,170,230,26.76
421,6,PH044,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,138.688,13.018,115,170,26.76
422,6,PH044,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,108.475,10.133,82,135,26.76
423,6,PH044,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,79.2,7.344,66,96,26.76
424,6,PH044,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S8,S8_T2a,MnCl2-8,0.193,80,51.525,6.797,38,68,26.76
425,6,PH044,MRF,31/01/2020,PRISMA,MRF 1500,T1,T1a,S1,S1_T1a,NiCl2-1,0.29,80,2097.625,68.126,1960,2250,26.76
426,6,PH044,MRF,31/01/2020,PRISMA,MRF 1500,T1,T1a,S2,S2_T1a,NiCl2-2,0.6,80,1372,37.867,1280,1480,26.76
427,6,PH044,MRF,31/01/2020,PRISMA,MRF 1500,T1,T1a,S3,S3_T1a,NiCl2-3,1.04,80,959.5,33.973,880,1040,26.76
428,6,PH044,MRF,31/01/2020,PRISMA,MRF 1500,T1,T1a,S4,S4_T1a,NiCl2-4,1.64,80,701,35.134,620,780,26.76
429,6,PH044,MRF,31/01/2020,PRISMA,MRF 1500,T1,T1a,S5,S5_T1a,NiCl2-5,2.52,80,486.75,22.263,440,540,26.76
430,6,PH044,MRF,31/01/2020,PRISMA,MRF 3000,T1,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,2896.875,63.317,2750,3100,26.76
431,6,PH044,MRF,31/01/2020,PRISMA,MRF 3000,T1,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,2550,61.624,2450,2650,26.76
432,6,PH044,MRF,31/01/2020,PRISMA,MRF 3000,T1,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,2170,71.865,2050,2350,26.76
433,6,PH044,MRF,31/01/2020,PRISMA,MRF 3000,T1,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,1775.5,50.313,1680,1880,26.76
434,6,PH044,MRF,31/01/2020,PRISMA,MRF 3000,T1,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,1499,45.884,1360,1600,26.76
435,6,PH044,MRF,31/01/2020,PRISMA,MRF 3000,T1,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,1154.5,39.615,1040,1240,26.76
436,6,PH044,MRF,31/01/2020,PRISMA,MRF 3000,T1,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,837,28.302,760,900,26.76
437,6,PH044,MRF,31/01/2020,PRISMA,MRF 3000,T1,T2a,S8,S8_T2a,MnCl2-8,0.193,80,637,20.648,600,680,26.76
438,6,PH044,MRF,31/01/2020,PRISMA,MRF 3000,T2,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1086.25,86.776,900,1300,26.76
439,6,PH044,MRF,31/01/2020,PRISMA,MRF 3000,T2,T1a,S2,S2_T1a,NiCl2-2,0.6,80,759.375,42.911,650,900,26.76
440,6,PH044,MRF,31/01/2020,PRISMA,MRF 3000,T2,T1a,S3,S3_T1a,NiCl2-3,1.04,80,567.5,29.873,500,650,26.76
441,6,PH044,MRF,31/01/2020,PRISMA,MRF 3000,T2,T1a,S4,S4_T1a,NiCl2-4,1.64,80,449.375,29.224,400,500,26.76
442,6,PH044,MRF,31/01/2020,PRISMA,MRF 3000,T2,T1a,S5,S5_T1a,NiCl2-5,2.52,80,295.875,22.485,250,350,26.76
443,6,PH044,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,596.875,37.605,550,700,26.76
444,6,PH044,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,383.75,29.527,300,450,26.76
445,6,PH044,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,279.25,16.671,240,300,26.76
446,6,PH044,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,197.125,13.519,170,230,26.76
447,6,PH044,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,141.938,12.963,120,190,26.76
448,6,PH044,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,106.1,10.031,82,125,26.76
449,6,PH044,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,76.225,6.308,64,94,26.76
450,6,PH044,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S8,S8_T2a,MnCl2-8,0.193,80,49.975,5.607,38,62,26.76
451,6,PH044,MRF,31/01/2020,PRISMA,MRF 3000,T1,T1a,S1,S1_T1a,NiCl2-1,0.29,80,2023.125,67.31,1880,2150,26.76
452,6,PH044,MRF,31/01/2020,PRISMA,MRF 3000,T1,T1a,S2,S2_T1a,NiCl2-2,0.6,80,1369.5,36.14,1320,1440,26.76
453,6,PH044,MRF,31/01/2020,PRISMA,MRF 3000,T1,T1a,S3,S3_T1a,NiCl2-3,1.04,80,947.5,36.196,860,1040,26.76
454,6,PH044,MRF,31/01/2020,PRISMA,MRF 3000,T1,T1a,S4,S4_T1a,NiCl2-4,1.64,80,690.75,38.575,600,800,26.76
455,6,PH044,MRF,31/01/2020,PRISMA,MRF 3000,T1,T1a,S5,S5_T1a,NiCl2-5,2.52,80,481.5,22.224,440,540,26.76
456,6,PH044,VFA,31/01/2020,PRISMA,VFA,T1,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,3111.762,70.695,2956,3290,26.76
457,6,PH044,VFA,31/01/2020,PRISMA,VFA,T1,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,2971.963,66.728,2789,3115,26.76
458,6,PH044,VFA,31/01/2020,PRISMA,VFA,T1,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,2474.262,56.054,2368,2574,26.76
459,6,PH044,VFA,31/01/2020,PRISMA,VFA,T1,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,1908.062,35.793,1838,1978,26.76
460,6,PH044,VFA,31/01/2020,PRISMA,VFA,T1,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,1777.775,51.798,1646,1887,26.76
461,6,PH044,VFA,31/01/2020,PRISMA,VFA,T1,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,1295.475,16.066,1233,1335,26.76
462,6,PH044,VFA,31/01/2020,PRISMA,VFA,T1,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,1001.725,32.613,900,1061,26.76
463,6,PH044,VFA,31/01/2020,PRISMA,VFA,T1,T2a,S8,S8_T2a,MnCl2-8,0.193,80,785,38.955,689,875,26.76
464,6,PH044,VFA,31/01/2020,PRISMA,VFA,T1,T1a,S1,S1_T1a,NiCl2-1,0.29,80,2017.138,47.576,1930,2147,26.76
465,6,PH044,VFA,31/01/2020,PRISMA,VFA,T1,T1a,S2,S2_T1a,NiCl2-2,0.6,80,1607.875,49.52,1508,1712,26.76
466,6,PH044,VFA,31/01/2020,PRISMA,VFA,T1,T1a,S3,S3_T1a,NiCl2-3,1.04,80,1145.463,22.897,1090,1195,26.76
467,6,PH044,VFA,31/01/2020,PRISMA,VFA,T1,T1a,S4,S4_T1a,NiCl2-4,1.64,80,767.062,20.368,729,816,26.76
468,6,PH044,VFA,31/01/2020,PRISMA,VFA,T1,T1a,S5,S5_T1a,NiCl2-5,2.52,80,550.925,15.803,516,579,26.76
469,7,PH045,MESE,31/01/2020,PRISMA,MESE,T2,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1380.675,28.271,1258,1428,25.63
470,7,PH045,MESE,31/01/2020,PRISMA,MESE,T2,T1a,S2,S2_T1a,NiCl2-2,0.6,80,1579.812,884.483,0,2998,25.63
471,7,PH045,MESE,31/01/2020,PRISMA,MESE,T2,T1a,S3,S3_T1a,NiCl2-3,1.04,80,1019.112,156.464,783,1621,25.63
472,7,PH045,MESE,31/01/2020,PRISMA,MESE,T2,T1a,S4,S4_T1a,NiCl2-4,1.64,80,545.237,33.065,475,643,25.63
473,7,PH045,MESE,31/01/2020,PRISMA,MESE,T2,T1a,S5,S5_T1a,NiCl2-5,2.52,80,383.05,18.027,350,436,25.63
474,7,PH045,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,649.1,9.387,625,666,25.63
475,7,PH045,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,443.875,5.579,432,467,25.63
476,7,PH045,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,309.825,4.078,298,325,25.63
477,7,PH045,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,207.9,2.928,200,213,25.63
478,7,PH045,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,152.125,2.028,146,156,25.63
479,7,PH045,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,105.463,2.122,100,110,25.63
480,7,PH045,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,72.562,1.771,69,76,25.63
481,7,PH045,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S8,S8_T2a,MnCl2-8,0.193,80,53.288,1.577,49,56,25.63
482,7,PH045,MRF,31/01/2020,PRISMA,MRF 1500,T1,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,2878.75,55.561,2750,2950,25.63
483,7,PH045,MRF,31/01/2020,PRISMA,MRF 1500,T1,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,2490,54.191,2350,2650,25.63
484,7,PH045,MRF,31/01/2020,PRISMA,MRF 1500,T1,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,2150,67.035,2000,2250,25.63
485,7,PH045,MRF,31/01/2020,PRISMA,MRF 1500,T1,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,1748.5,53.323,1640,1880,25.63
486,7,PH045,MRF,31/01/2020,PRISMA,MRF 1500,T1,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,1492.5,44.366,1400,1600,25.63
487,7,PH045,MRF,31/01/2020,PRISMA,MRF 1500,T1,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,1151,32.437,1040,1200,25.63
488,7,PH045,MRF,31/01/2020,PRISMA,MRF 1500,T1,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,827,29.183,760,900,25.63
489,7,PH045,MRF,31/01/2020,PRISMA,MRF 1500,T1,T2a,S8,S8_T2a,MnCl2-8,0.193,80,624,17.832,600,660,25.63
490,7,PH045,MRF,31/01/2020,PRISMA,MRF 1500,T2,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1003.75,77.04,800,1200,25.63
491,7,PH045,MRF,31/01/2020,PRISMA,MRF 1500,T2,T1a,S2,S2_T1a,NiCl2-2,0.6,80,774.375,38.969,700,900,25.63
492,7,PH045,MRF,31/01/2020,PRISMA,MRF 1500,T2,T1a,S3,S3_T1a,NiCl2-3,1.04,80,602.5,26.265,550,650,25.63
493,7,PH045,MRF,31/01/2020,PRISMA,MRF 1500,T2,T1a,S4,S4_T1a,NiCl2-4,1.64,80,456.875,29.493,400,550,25.63
494,7,PH045,MRF,31/01/2020,PRISMA,MRF 1500,T2,T1a,S5,S5_T1a,NiCl2-5,2.52,80,314.25,25.546,270,350,25.63
495,7,PH045,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,570.625,39.533,500,650,25.63
496,7,PH045,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,369.375,26.971,300,400,25.63
497,7,PH045,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,277.5,18.927,240,350,25.63
498,7,PH045,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,196.375,15.931,170,240,25.63
499,7,PH045,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,142.375,11.445,120,170,25.63
500,7,PH045,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,109.062,9.245,88,130,25.63
501,7,PH045,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,75.55,8.359,58,96,25.63
502,7,PH045,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S8,S8_T2a,MnCl2-8,0.193,80,51.7,6.089,42,68,25.63
503,7,PH045,MRF,31/01/2020,PRISMA,MRF 1500,T1,T1a,S1,S1_T1a,NiCl2-1,0.29,80,2041.5,66.942,1920,2150,25.63
504,7,PH045,MRF,31/01/2020,PRISMA,MRF 1500,T1,T1a,S2,S2_T1a,NiCl2-2,0.6,80,1354,42.741,1280,1440,25.63
505,7,PH045,MRF,31/01/2020,PRISMA,MRF 1500,T1,T1a,S3,S3_T1a,NiCl2-3,1.04,80,957.75,32.138,900,1040,25.63
506,7,PH045,MRF,31/01/2020,PRISMA,MRF 1500,T1,T1a,S4,S4_T1a,NiCl2-4,1.64,80,706.25,32.855,640,780,25.63
507,7,PH045,MRF,31/01/2020,PRISMA,MRF 1500,T1,T1a,S5,S5_T1a,NiCl2-5,2.52,80,507.75,28.373,440,600,25.63
508,7,PH045,MRF,31/01/2020,PRISMA,MRF 3000,T1,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,2813.75,71.589,2650,2950,25.63
509,7,PH045,MRF,31/01/2020,PRISMA,MRF 3000,T1,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,2457.5,54.599,2350,2550,25.63
510,7,PH045,MRF,31/01/2020,PRISMA,MRF 3000,T1,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,2100.25,69.573,1920,2250,25.63
511,7,PH045,MRF,31/01/2020,PRISMA,MRF 3000,T1,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,1713,50.023,1640,1840,25.63
512,7,PH045,MRF,31/01/2020,PRISMA,MRF 3000,T1,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,1445,45.618,1360,1560,25.63
513,7,PH045,MRF,31/01/2020,PRISMA,MRF 3000,T1,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,1124,36.892,1000,1200,25.63
514,7,PH045,MRF,31/01/2020,PRISMA,MRF 3000,T1,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,808.75,28.077,760,880,25.63
515,7,PH045,MRF,31/01/2020,PRISMA,MRF 3000,T1,T2a,S8,S8_T2a,MnCl2-8,0.193,80,622.25,21.107,580,680,25.63
516,7,PH045,MRF,31/01/2020,PRISMA,MRF 3000,T2,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1035,69.537,900,1200,25.63
517,7,PH045,MRF,31/01/2020,PRISMA,MRF 3000,T2,T1a,S2,S2_T1a,NiCl2-2,0.6,80,745,58.244,650,900,25.63
518,7,PH045,MRF,31/01/2020,PRISMA,MRF 3000,T2,T1a,S3,S3_T1a,NiCl2-3,1.04,80,559.375,25.275,500,600,25.63
519,7,PH045,MRF,31/01/2020,PRISMA,MRF 3000,T2,T1a,S4,S4_T1a,NiCl2-4,1.64,80,437.5,29.231,350,500,25.63
520,7,PH045,MRF,31/01/2020,PRISMA,MRF 3000,T2,T1a,S5,S5_T1a,NiCl2-5,2.52,80,310.375,26.835,270,400,25.63
521,7,PH045,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,590.625,35.662,500,700,25.63
522,7,PH045,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,381.875,30.025,350,450,25.63
