num,session,code,sequence,date,scanner,dictionary,map,array,sphere,sphere_name_sh,NIST_name,conc,area,mean,stdv,min,max,temp
698,10,PH047,VFA,03/02/2020,PRISMA,VFA,T1,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1778.463,31.332,1705,1865,15.26
699,10,PH047,VFA,03/02/2020,PRISMA,VFA,T1,T1a,S2,S2_T1a,NiCl2-2,0.6,80,1461.15,34.384,1407,1548,15.26
700,10,PH047,VFA,03/02/2020,PRISMA,VFA,T1,T1a,S3,S3_T1a,NiCl2-3,1.04,80,1065.987,31.564,1014,1125,15.26
701,10,PH047,VFA,03/02/2020,PRISMA,VFA,T1,T1a,S4,S4_T1a,NiCl2-4,1.64,80,713.675,18.574,681,755,15.26
702,10,PH047,VFA,03/02/2020,PRISMA,VFA,T1,T1a,S5,S5_T1a,NiCl2-5,2.52,80,550.95,16.495,510,586,15.26
703,11,PH048,MESE,03/02/2020,PRISMA,MESE,T2,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1641.888,1042.515,0,2988,16.42
704,11,PH048,MESE,03/02/2020,PRISMA,MESE,T2,T1a,S2,S2_T1a,NiCl2-2,0.6,80,0,0,0,0,16.42
705,11,PH048,MESE,03/02/2020,PRISMA,MESE,T2,T1a,S3,S3_T1a,NiCl2-3,1.04,80,1555.825,719.704,0,2788,16.42
706,11,PH048,MESE,03/02/2020,PRISMA,MESE,T2,T1a,S4,S4_T1a,NiCl2-4,1.64,80,664.087,68.349,564,915,16.42
707,11,PH048,MESE,03/02/2020,PRISMA,MESE,T2,T1a,S5,S5_T1a,NiCl2-5,2.52,80,409.012,14.43,379,449,16.42
708,11,PH048,MESE,03/02/2020,PRISMA,MESE,T2,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,560.362,22.86,530,645,16.42
709,11,PH048,MESE,03/02/2020,PRISMA,MESE,T2,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,374.062,4.992,361,384,16.42
710,11,PH048,MESE,03/02/2020,PRISMA,MESE,T2,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,260.762,3.432,252,270,16.42
711,11,PH048,MESE,03/02/2020,PRISMA,MESE,T2,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,176.325,2.54,169,182,16.42
712,11,PH048,MESE,03/02/2020,PRISMA,MESE,T2,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,128.725,2.327,123,133,16.42
713,11,PH048,MESE,03/02/2020,PRISMA,MESE,T2,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,89.3,1.817,84,93,16.42
714,11,PH048,MESE,03/02/2020,PRISMA,MESE,T2,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,61.325,1.573,57,64,16.42
715,11,PH048,MESE,03/02/2020,PRISMA,MESE,T2,T2a,S8,S8_T2a,MnCl2-8,0.193,80,45.125,1.594,41,49,16.42
716,11,PH048,MRF,03/02/2020,PRISMA,MRF 1500,T1,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,2220,53.722,2150,2350,16.42
717,11,PH048,MRF,03/02/2020,PRISMA,MRF 1500,T1,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,1930,33.977,1840,2000,16.42
718,11,PH048,MRF,03/02/2020,PRISMA,MRF 1500,T1,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,1655.5,43.397,1560,1720,16.42
719,11,PH048,MRF,03/02/2020,PRISMA,MRF 1500,T1,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,1345.5,43.746,1280,1440,16.42
720,11,PH048,MRF,03/02/2020,PRISMA,MRF 1500,T1,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,1117,39.117,1040,1200,16.42
721,11,PH048,MRF,03/02/2020,PRISMA,MRF 1500,T1,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,853,32.468,780,940,16.42
722,11,PH048,MRF,03/02/2020,PRISMA,MRF 1500,T1,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,616.75,25.347,560,720,16.42
723,11,PH048,MRF,03/02/2020,PRISMA,MRF 1500,T1,T2a,S8,S8_T2a,MnCl2-8,0.193,80,470.75,13.48,440,500,16.42
724,11,PH048,MRF,03/02/2020,PRISMA,MRF 1500,T2,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1105,85.536,900,1300,16.42
725,11,PH048,MRF,03/02/2020,PRISMA,MRF 1500,T2,T1a,S2,S2_T1a,NiCl2-2,0.6,80,800,53.368,700,900,16.42
726,11,PH048,MRF,03/02/2020,PRISMA,MRF 1500,T2,T1a,S3,S3_T1a,NiCl2-3,1.04,80,588.75,29.74,550,650,16.42
727,11,PH048,MRF,03/02/2020,PRISMA,MRF 1500,T2,T1a,S4,S4_T1a,NiCl2-4,1.64,80,448.75,26.356,400,500,16.42
728,11,PH048,MRF,03/02/2020,PRISMA,MRF 1500,T2,T1a,S5,S5_T1a,NiCl2-5,2.52,80,322.625,27.547,290,400,16.42
729,11,PH048,MRF,03/02/2020,PRISMA,MRF 1500,T2,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,522.5,42.022,450,600,16.42
730,11,PH048,MRF,03/02/2020,PRISMA,MRF 1500,T2,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,318.875,27.42,270,350,16.42
731,11,PH048,MRF,03/02/2020,PRISMA,MRF 1500,T2,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,244.625,16.454,200,280,16.42
732,11,PH048,MRF,03/02/2020,PRISMA,MRF 1500,T2,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,187.125,15.36,160,220,16.42
733,11,PH048,MRF,03/02/2020,PRISMA,MRF 1500,T2,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,129.438,9.546,110,150,16.42
734,11,PH048,MRF,03/02/2020,PRISMA,MRF 1500,T2,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,95.812,7.381,78,110,16.42
735,11,PH048,MRF,03/02/2020,PRISMA,MRF 1500,T2,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,62.1,6.78,48,80,16.42
736,11,PH048,MRF,03/02/2020,PRISMA,MRF 1500,T2,T2a,S8,S8_T2a,MnCl2-8,0.193,80,42.075,5.723,32,54,16.42
737,11,PH048,MRF,03/02/2020,PRISMA,MRF 1500,T1,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1809,52.858,1680,1920,16.42
738,11,PH048,MRF,03/02/2020,PRISMA,MRF 1500,T1,T1a,S2,S2_T1a,NiCl2-2,0.6,80,1265.5,30.017,1200,1360,16.42
739,11,PH048,MRF,03/02/2020,PRISMA,MRF 1500,T1,T1a,S3,S3_T1a,NiCl2-3,1.04,80,912.25,35.363,820,980,16.42
740,11,PH048,MRF,03/02/2020,PRISMA,MRF 1500,T1,T1a,S4,S4_T1a,NiCl2-4,1.64,80,662.25,31.178,580,740,16.42
741,11,PH048,MRF,03/02/2020,PRISMA,MRF 1500,T1,T1a,S5,S5_T1a,NiCl2-5,2.52,80,487.75,29.936,420,560,16.42
742,11,PH048,MRF,03/02/2020,PRISMA,MRF 3000,T1,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,2180,56.029,2050,2350,16.42
743,11,PH048,MRF,03/02/2020,PRISMA,MRF 3000,T1,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,1910,35.72,1840,2000,16.42
744,11,PH048,MRF,03/02/2020,PRISMA,MRF 3000,T1,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,1632,48.637,1520,1720,16.42
745,11,PH048,MRF,03/02/2020,PRISMA,MRF 3000,T1,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,1323.5,41.341,1200,1400,16.42
746,11,PH048,MRF,03/02/2020,PRISMA,MRF 3000,T1,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,1100.75,36.205,980,1200,16.42
747,11,PH048,MRF,03/02/2020,PRISMA,MRF 3000,T1,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,844.5,27.737,780,920,16.42
748,11,PH048,MRF,03/02/2020,PRISMA,MRF 3000,T1,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,618.75,19.96,580,660,16.42
749,11,PH048,MRF,03/02/2020,PRISMA,MRF 3000,T1,T2a,S8,S8_T2a,MnCl2-8,0.193,80,469,15.557,440,500,16.42
750,11,PH048,MRF,03/02/2020,PRISMA,MRF 3000,T2,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1091.25,84.485,1000,1300,16.42
751,11,PH048,MRF,03/02/2020,PRISMA,MRF 3000,T2,T1a,S2,S2_T1a,NiCl2-2,0.6,80,741.25,48.896,650,900,16.42
752,11,PH048,MRF,03/02/2020,PRISMA,MRF 3000,T2,T1a,S3,S3_T1a,NiCl2-3,1.04,80,565.625,30.392,500,650,16.42
753,11,PH048,MRF,03/02/2020,PRISMA,MRF 3000,T2,T1a,S4,S4_T1a,NiCl2-4,1.64,80,448.125,28.064,400,500,16.42
754,11,PH048,MRF,03/02/2020,PRISMA,MRF 3000,T2,T1a,S5,S5_T1a,NiCl2-5,2.52,80,315,27.742,270,400,16.42
755,11,PH048,MRF,03/02/2020,PRISMA,MRF 3000,T2,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,524.375,35.573,450,600,16.42
756,11,PH048,MRF,03/02/2020,PRISMA,MRF 3000,T2,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,318.5,27.425,280,400,16.42
757,11,PH048,MRF,03/02/2020,PRISMA,MRF 3000,T2,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,236.875,17.327,200,280,16.42
758,11,PH048,MRF,03/02/2020,PRISMA,MRF 3000,T2,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,179.438,16.554,145,230,16.42
759,11,PH048,MRF,03/02/2020,PRISMA,MRF 3000,T2,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,124.938,11.208,100,160,16.42
760,11,PH048,MRF,03/02/2020,PRISMA,MRF 3000,T2,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,91.688,7.21,74,110,16.42
761,11,PH048,MRF,03/02/2020,PRISMA,MRF 3000,T2,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,59.775,5.911,46,76,16.42
762,11,PH048,MRF,03/02/2020,PRISMA,MRF 3000,T2,T2a,S8,S8_T2a,MnCl2-8,0.193,80,40.075,4.671,32,50,16.42
763,11,PH048,MRF,03/02/2020,PRISMA,MRF 3000,T1,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1779.5,56.207,1640,1880,16.42
764,11,PH048,MRF,03/02/2020,PRISMA,MRF 3000,T1,T1a,S2,S2_T1a,NiCl2-2,0.6,80,1268.5,37.757,1200,1360,16.42
765,11,PH048,MRF,03/02/2020,PRISMA,MRF 3000,T1,T1a,S3,S3_T1a,NiCl2-3,1.04,80,905.5,38.051,820,980,16.42
766,11,PH048,MRF,03/02/2020,PRISMA,MRF 3000,T1,T1a,S4,S4_T1a,NiCl2-4,1.64,80,656.75,31.089,560,720,16.42
767,11,PH048,MRF,03/02/2020,PRISMA,MRF 3000,T1,T1a,S5,S5_T1a,NiCl2-5,2.52,80,484.5,27.737,440,540,16.42
768,11,PH048,VFA,03/02/2020,PRISMA,VFA,T1,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,2269.312,51.081,2126,2385,16.42
769,11,PH048,VFA,03/02/2020,PRISMA,VFA,T1,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,2318.25,59.447,2189,2458,16.42
770,11,PH048,VFA,03/02/2020,PRISMA,VFA,T1,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,1901.287,49.398,1774,2008,16.42
771,11,PH048,VFA,03/02/2020,PRISMA,VFA,T1,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,1485.162,20.871,1447,1536,16.42
772,11,PH048,VFA,03/02/2020,PRISMA,VFA,T1,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,1374.45,44.452,1256,1480,16.42
773,11,PH048,VFA,03/02/2020,PRISMA,VFA,T1,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,978.487,16.365,935,1024,16.42
774,11,PH048,VFA,03/02/2020,PRISMA,VFA,T1,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,754.413,33.997,670,828,16.42
775,11,PH048,VFA,03/02/2020,PRISMA,VFA,T1,T2a,S8,S8_T2a,MnCl2-8,0.193,80,601.612,30.53,529,656,16.42
776,11,PH048,VFA,03/02/2020,PRISMA,VFA,T1,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1762.95,30.496,1702,1833,16.42
777,11,PH048,VFA,03/02/2020,PRISMA,VFA,T1,T1a,S2,S2_T1a,NiCl2-2,0.6,80,1488.362,41.933,1424,1597,16.42
778,11,PH048,VFA,03/02/2020,PRISMA,VFA,T1,T1a,S3,S3_T1a,NiCl2-3,1.04,80,1083.987,28.421,1039,1145,16.42
779,11,PH048,VFA,03/02/2020,PRISMA,VFA,T1,T1a,S4,S4_T1a,NiCl2-4,1.64,80,707.4,16.329,670,741,16.42
780,11,PH048,VFA,03/02/2020,PRISMA,VFA,T1,T1a,S5,S5_T1a,NiCl2-5,2.52,80,538.925,16.849,502,577,16.42
781,12,PH049,MESE,03/02/2020,PRISMA,MESE,T2,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1742.375,882.591,0,2988,17.24
782,12,PH049,MESE,03/02/2020,PRISMA,MESE,T2,T1a,S2,S2_T1a,NiCl2-2,0.6,80,0,0,0,0,17.24
783,12,PH049,MESE,03/02/2020,PRISMA,MESE,T2,T1a,S3,S3_T1a,NiCl2-3,1.04,80,1611.713,598.955,0,2990,17.24
784,12,PH049,MESE,03/02/2020,PRISMA,MESE,T2,T1a,S4,S4_T1a,NiCl2-4,1.64,80,643.737,62.361,547,903,17.24
785,12,PH049,MESE,03/02/2020,PRISMA,MESE,T2,T1a,S5,S5_T1a,NiCl2-5,2.52,80,399.625,14.037,372,440,17.24
786,12,PH049,MESE,03/02/2020,PRISMA,MESE,T2,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,564.075,17.324,535,626,17.24
787,12,PH049,MESE,03/02/2020,PRISMA,MESE,T2,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,378.663,4.421,366,389,17.24
788,12,PH049,MESE,03/02/2020,PRISMA,MESE,T2,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,263.825,3.445,254,270,17.24
789,12,PH049,MESE,03/02/2020,PRISMA,MESE,T2,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,179.088,2.869,172,184,17.24
790,12,PH049,MESE,03/02/2020,PRISMA,MESE,T2,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,130.7,2.264,124,134,17.24
791,12,PH049,MESE,03/02/2020,PRISMA,MESE,T2,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,90.825,1.826,86,94,17.24
792,12,PH049,MESE,03/02/2020,PRISMA,MESE,T2,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,62.462,1.534,58,66,17.24
793,12,PH049,MESE,03/02/2020,PRISMA,MESE,T2,T2a,S8,S8_T2a,MnCl2-8,0.193,80,45.725,1.484,42,50,17.24
794,12,PH049,MRF,03/02/2020,PRISMA,MRF 1500,T1,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,2273.75,45.684,2150,2350,17.24
795,12,PH049,MRF,03/02/2020,PRISMA,MRF 1500,T1,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,1973.625,36.011,1920,2050,17.24
796,12,PH049,MRF,03/02/2020,PRISMA,MRF 1500,T1,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,1696,47.028,1600,1800,17.24
797,12,PH049,MRF,03/02/2020,PRISMA,MRF 1500,T1,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,1377.5,42.142,1280,1480,17.24
798,12,PH049,MRF,03/02/2020,PRISMA,MRF 1500,T1,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,1148.5,40.849,1080,1240,17.24
799,12,PH049,MRF,03/02/2020,PRISMA,MRF 1500,T1,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,874,31.886,800,960,17.24
800,12,PH049,MRF,03/02/2020,PRISMA,MRF 1500,T1,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,634,22.815,580,680,17.24
801,12,PH049,MRF,03/02/2020,PRISMA,MRF 1500,T1,T2a,S8,S8_T2a,MnCl2-8,0.193,80,483.5,12.232,460,520,17.24
802,12,PH049,MRF,03/02/2020,PRISMA,MRF 1500,T2,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1088.75,72.903,900,1200,17.24
803,12,PH049,MRF,03/02/2020,PRISMA,MRF 1500,T2,T1a,S2,S2_T1a,NiCl2-2,0.6,80,801.25,57.355,700,900,17.24
804,12,PH049,MRF,03/02/2020,PRISMA,MRF 1500,T2,T1a,S3,S3_T1a,NiCl2-3,1.04,80,583.125,30.754,550,650,17.24
805,12,PH049,MRF,03/02/2020,PRISMA,MRF 1500,T2,T1a,S4,S4_T1a,NiCl2-4,1.64,80,447.5,29.661,400,500,17.24
806,12,PH049,MRF,03/02/2020,PRISMA,MRF 1500,T2,T1a,S5,S5_T1a,NiCl2-5,2.52,80,316.75,25.496,280,350,17.24
807,12,PH049,MRF,03/02/2020,PRISMA,MRF 1500,T2,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,527.5,41.262,450,600,17.24
808,12,PH049,MRF,03/02/2020,PRISMA,MRF 1500,T2,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,322,28.702,280,400,17.24
809,12,PH049,MRF,03/02/2020,PRISMA,MRF 1500,T2,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,243.875,16.801,200,270,17.24
810,12,PH049,MRF,03/02/2020,PRISMA,MRF 1500,T2,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,188.375,15.706,150,220,17.24
811,12,PH049,MRF,03/02/2020,PRISMA,MRF 1500,T2,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,130.875,10.305,110,160,17.24
812,12,PH049,MRF,03/02/2020,PRISMA,MRF 1500,T2,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,96.463,7.935,78,115,17.24
813,12,PH049,MRF,03/02/2020,PRISMA,MRF 1500,T2,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,63.575,6.433,50,78,17.24
814,12,PH049,MRF,03/02/2020,PRISMA,MRF 1500,T2,T2a,S8,S8_T2a,MnCl2-8,0.193,80,42.925,6.235,30,58,17.24
815,12,PH049,MRF,03/02/2020,PRISMA,MRF 1500,T1,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1829,55.109,1720,1920,17.24
816,12,PH049,MRF,03/02/2020,PRISMA,MRF 1500,T1,T1a,S2,S2_T1a,NiCl2-2,0.6,80,1274,38.766,1200,1360,17.24
817,12,PH049,MRF,03/02/2020,PRISMA,MRF 1500,T1,T1a,S3,S3_T1a,NiCl2-3,1.04,80,912,34.509,820,1000,17.24
818,12,PH049,MRF,03/02/2020,PRISMA,MRF 1500,T1,T1a,S4,S4_T1a,NiCl2-4,1.64,80,664,32.044,580,740,17.24
819,12,PH049,MRF,03/02/2020,PRISMA,MRF 1500,T1,T1a,S5,S5_T1a,NiCl2-5,2.52,80,486.75,29.501,440,560,17.24
820,12,PH049,MRF,03/02/2020,PRISMA,MRF 3000,T1,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,2240,56.479,2150,2350,17.24
821,12,PH049,MRF,03/02/2020,PRISMA,MRF 3000,T1,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,1950.25,39.071,1840,2050,17.24
822,12,PH049,MRF,03/02/2020,PRISMA,MRF 3000,T1,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,1671.5,43.49,1560,1760,17.24
823,12,PH049,MRF,03/02/2020,PRISMA,MRF 3000,T1,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,1353,40.139,1280,1440,17.24
824,12,PH049,MRF,03/02/2020,PRISMA,MRF 3000,T1,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,1128.5,34.681,1040,1200,17.24
825,12,PH049,MRF,03/02/2020,PRISMA,MRF 3000,T1,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,866,28.711,780,940,17.24
826,12,PH049,MRF,03/02/2020,PRISMA,MRF 3000,T1,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,633.25,19.342,600,680,17.24
827,12,PH049,MRF,03/02/2020,PRISMA,MRF 3000,T1,T2a,S8,S8_T2a,MnCl2-8,0.193,80,482,16.412,440,520,17.24
828,12,PH049,MRF,03/02/2020,PRISMA,MRF 3000,T2,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1076.25,78.343,900,1300,17.24
829,12,PH049,MRF,03/02/2020,PRISMA,MRF 3000,T2,T1a,S2,S2_T1a,NiCl2-2,0.6,80,745.625,52.887,650,900,17.24
830,12,PH049,MRF,03/02/2020,PRISMA,MRF 3000,T2,T1a,S3,S3_T1a,NiCl2-3,1.04,80,559.375,26.498,500,650,17.24
831,12,PH049,MRF,03/02/2020,PRISMA,MRF 3000,T2,T1a,S4,S4_T1a,NiCl2-4,1.64,80,443.125,30.547,400,500,17.24
832,12,PH049,MRF,03/02/2020,PRISMA,MRF 3000,T2,T1a,S5,S5_T1a,NiCl2-5,2.52,80,310.25,25.704,270,350,17.24
833,12,PH049,MRF,03/02/2020,PRISMA,MRF 3000,T2,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,520,33.376,450,600,17.24
834,12,PH049,MRF,03/02/2020,PRISMA,MRF 3000,T2,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,325,32.1,280,400,17.24
835,12,PH049,MRF,03/02/2020,PRISMA,MRF 3000,T2,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,240.125,17.824,190,280,17.24
836,12,PH049,MRF,03/02/2020,PRISMA,MRF 3000,T2,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,182.062,15.865,145,230,17.24
837,12,PH049,MRF,03/02/2020,PRISMA,MRF 3000,T2,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,127.125,11.794,105,170,17.24
838,12,PH049,MRF,03/02/2020,PRISMA,MRF 3000,T2,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,92.4,7.608,74,110,17.24
839,12,PH049,MRF,03/02/2020,PRISMA,MRF 3000,T2,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,60.875,5.629,48,76,17.24
840,12,PH049,MRF,03/02/2020,PRISMA,MRF 3000,T2,T2a,S8,S8_T2a,MnCl2-8,0.193,80,41.525,5.327,30,52,17.24
841,12,PH049,MRF,03/02/2020,PRISMA,MRF 3000,T1,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1797.5,58.45,1680,1920,17.24
842,12,PH049,MRF,03/02/2020,PRISMA,MRF 3000,T1,T1a,S2,S2_T1a,NiCl2-2,0.6,80,1272.5,39.794,1200,1360,17.24
843,12,PH049,MRF,03/02/2020,PRISMA,MRF 3000,T1,T1a,S3,S3_T1a,NiCl2-3,1.04,80,904.5,37.515,820,980,17.24
844,12,PH049,MRF,03/02/2020,PRISMA,MRF 3000,T1,T1a,S4,S4_T1a,NiCl2-4,1.64,80,657,31.519,580,740,17.24
845,12,PH049,MRF,03/02/2020,PRISMA,MRF 3000,T1,T1a,S5,S5_T1a,NiCl2-5,2.52,80,481.75,26.661,440,540,17.24
846,12,PH049,VFA,03/02/2020,PRISMA,VFA,T1,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,2316.938,46.101,2222,2426,17.24
847,12,PH049,VFA,03/02/2020,PRISMA,VFA,T1,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,2343.762,58.574,2220,2464,17.24
848,12,PH049,VFA,03/02/2020,PRISMA,VFA,T1,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,1925.075,48.409,1804,2043,17.24
849,12,PH049,VFA,03/02/2020,PRISMA,VFA,T1,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,1511.737,25.503,1471,1569,17.24
850,12,PH049,VFA,03/02/2020,PRISMA,VFA,T1,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,1393.2,40.921,1271,1479,17.24
851,12,PH049,VFA,03/02/2020,PRISMA,VFA,T1,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,1009.75,20.555,968,1068,17.24
852,12,PH049,VFA,03/02/2020,PRISMA,VFA,T1,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,767.6,32.034,694,820,17.24
853,12,PH049,VFA,03/02/2020,PRISMA,VFA,T1,T2a,S8,S8_T2a,MnCl2-8,0.193,80,613.05,29.949,546,668,17.24
854,12,PH049,VFA,03/02/2020,PRISMA,VFA,T1,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1780.263,34.782,1716,1873,17.24
855,12,PH049,VFA,03/02/2020,PRISMA,VFA,T1,T1a,S2,S2_T1a,NiCl2-2,0.6,80,1485.312,42.158,1425,1573,17.24
856,12,PH049,VFA,03/02/2020,PRISMA,VFA,T1,T1a,S3,S3_T1a,NiCl2-3,1.04,80,1076.513,28.2,1027,1135,17.24
857,12,PH049,VFA,03/02/2020,PRISMA,VFA,T1,T1a,S4,S4_T1a,NiCl2-4,1.64,80,705.25,15.855,678,742,17.24
858,12,PH049,VFA,03/02/2020,PRISMA,VFA,T1,T1a,S5,S5_T1a,NiCl2-5,2.52,80,540.05,16.939,504,589,17.24
859,13,PH050,MESE,03/02/2020,PRISMA,MESE,T2,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1872.575,437.673,0,2921,18.26
860,13,PH050,MESE,03/02/2020,PRISMA,MESE,T2,T1a,S2,S2_T1a,NiCl2-2,0.6,80,69.388,436.376,0,2880,18.26
861,13,PH050,MESE,03/02/2020,PRISMA,MESE,T2,T1a,S3,S3_T1a,NiCl2-3,1.04,80,1547.862,457.134,0,2967,18.26
862,13,PH050,MESE,03/02/2020,PRISMA,MESE,T2,T1a,S4,S4_T1a,NiCl2-4,1.64,80,624.062,48.944,537,809,18.26
863,13,PH050,MESE,03/02/2020,PRISMA,MESE,T2,T1a,S5,S5_T1a,NiCl2-5,2.52,80,391.462,13.463,362,426,18.26
864,13,PH050,MESE,03/02/2020,PRISMA,MESE,T2,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,568.987,10.216,547,602,18.26
865,13,PH050,MESE,03/02/2020,PRISMA,MESE,T2,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,387.312,4.786,377,410,18.26
866,13,PH050,MESE,03/02/2020,PRISMA,MESE,T2,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,269.788,3.553,261,276,18.26
867,13,PH050,MESE,03/02/2020,PRISMA,MESE,T2,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,181.588,2.907,175,189,18.26
868,13,PH050,MESE,03/02/2020,PRISMA,MESE,T2,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,132.438,2.402,126,137,18.26
869,13,PH050,MESE,03/02/2020,PRISMA,MESE,T2,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,92.013,1.99,87,96,18.26
870,13,PH050,MESE,03/02/2020,PRISMA,MESE,T2,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,63.275,1.622,59,67,18.26
871,13,PH050,MESE,03/02/2020,PRISMA,MESE,T2,T2a,S8,S8_T2a,MnCl2-8,0.193,80,46.688,1.556,43,51,18.26
872,13,PH050,MRF,03/02/2020,PRISMA,MRF 1500,T1,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,2340,46.661,2250,2450,18.26
873,13,PH050,MRF,03/02/2020,PRISMA,MRF 1500,T1,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,2027.375,37.678,1920,2150,18.26
